CONJPOS,DEPTH,WELL,CONIPOS,CONIDX,WELLMODEL,CONKPOS,SGAS,DATE,PRESSURE,DRAWDOWN,CONBPRES,SWAT
42,1709.679931640625,R_A6,17,10,STANDARD,10,-3.157492267646944e-09,2018-11-07,279.4678955078125,0,279.4678955078125,0.9999999403953552
42,1711.594970703125,R_A6,17,11,STANDARD,11,-1.0652351223328083e-09,2018-11-07,280.424072265625,0,280.424072265625,1.0
42,1713.8677978515625,R_A6,17,12,STANDARD,12,-2.8456800804654847e-10,2018-11-07,280.6461486816406,0,280.6461486816406,1.0
42,1716.1407470703125,R_A6,17,13,STANDARD,13,-1.7639025656768226e-11,2018-11-07,280.7957763671875,0,280.7957763671875,1.0
42,1718.4136962890625,R_A6,17,14,STANDARD,14,-1.4239332803145377e-11,2018-11-07,281.0106201171875,0,281.0106201171875,1.0
42,1720.6866455078125,R_A6,17,15,STANDARD,15,-7.0450945424682665e-12,2018-11-07,281.22314453125,0,281.22314453125,1.0
42,1722.95947265625,R_A6,17,16,STANDARD,16,-1.4093265400180743e-12,2018-11-07,281.5757751464844,0,281.5757751464844,1.0
42,1725.232421875,R_A6,17,17,STANDARD,17,-4.517223834571427e-12,2018-11-07,281.78265380859375,0,281.78265380859375,1.0
42,1726.9443359375,R_A6,17,18,STANDARD,18,-3.719147819575275e-12,2018-11-07,281.9406433105469,0,281.9406433105469,1.0
42,1728.385009765625,R_A6,17,19,STANDARD,27,-2.4343002613669285e-10,2018-11-07,281.7396545410156,0,281.7396545410156,1.0
42,1730.115966796875,R_A6,17,20,STANDARD,28,-2.648643526725891e-10,2018-11-07,281.9055480957031,0,281.9055480957031,1.0
42,1731.8468017578125,R_A6,17,21,STANDARD,29,-1.2253785486304736e-10,2018-11-07,282.3804626464844,0,282.3804626464844,1.0
42,1733.57763671875,R_A6,17,22,STANDARD,30,-1.4926988990732637e-16,2018-11-07,282.9899597167969,0,282.9899597167969,1.0
42,1735.30859375,R_A6,17,23,STANDARD,31,-1.6956897691544626e-11,2018-11-07,282.39111328125,0,282.39111328125,1.0
