PRESSURE,DATE,SGAS,WELL,CONKPOS,CONIDX,SWAT,DRAWDOWN,CONBPRES,CONIPOS,CONJPOS,DEPTH,WELLMODEL
281.6617126464844,2018-11-07,-1.3445565494318856e-10,R_A6,11,11,1.0,0,281.6617126464844,17,42,1710.32275390625,STANDARD
281.8760986328125,2018-11-07,-1.0480948747781937e-10,R_A6,12,12,1.0,0,281.8760986328125,17,42,1712.5865478515625,STANDARD
282.1025085449219,2018-11-07,-8.523742475730067e-12,R_A6,13,13,1.0,0,282.1025085449219,17,42,1714.850341796875,STANDARD
282.3169860839844,2018-11-07,-7.0519757568165975e-12,R_A6,14,14,1.0,0,282.3169860839844,17,42,1717.1141357421875,STANDARD
282.531982421875,2018-11-07,-4.619615454060089e-12,R_A6,15,15,1.0,0,282.531982421875,17,42,1719.3779296875,STANDARD
282.8923034667969,2018-11-07,-1.3691306118349122e-12,R_A6,16,16,1.0,0,282.8923034667969,17,42,1721.641845703125,STANDARD
283.107421875,2018-11-07,-2.3849301439976545e-12,R_A6,17,17,1.0,0,283.107421875,17,42,1723.905517578125,STANDARD
283.26312255859375,2018-11-07,-2.412867431897392e-12,R_A6,18,18,1.0,0,283.26312255859375,17,42,1725.5479736328125,STANDARD
283.96636962890625,2018-11-07,1.5323058577196291e-12,R_A6,26,19,1.0,0,283.96636962890625,17,42,1726.915771484375,STANDARD
284.4530334472656,2018-11-07,1.581776376546884e-12,R_A6,27,20,1.0,0,284.4530334472656,17,42,1728.630615234375,STANDARD
285.2104797363281,2018-11-07,3.1274451985856553e-18,R_A6,28,21,1.0,0,285.2104797363281,17,42,1730.3453369140625,STANDARD
285.5054931640625,2018-11-07,2.0870441523900002e-19,R_A6,29,22,1.0,0,285.5054931640625,17,42,1732.06005859375,STANDARD
284.6796569824219,2018-11-07,1.0616655903743829e-15,R_A6,30,23,1.0,0,284.6796569824219,17,42,1733.7747802734375,STANDARD
