CONIDX,CONIPOS,DRAWDOWN,PRESSURE,CONBPRES,DEPTH,CONJPOS,SGAS,WELL,SWAT,CONKPOS,WELLMODEL,DATE
10,17,0,277.6083679199219,277.6083679199219,1708.921630859375,42,5.3132952898549135e-11,R_A6,1.0,10,STANDARD,2018-11-07
11,17,0,279.8254699707031,279.8254699707031,1710.8228759765625,42,3.1176748682693045e-11,R_A6,1.0,11,STANDARD,2018-11-07
12,17,0,280.06982421875,280.06982421875,1713.080322265625,42,6.40731356860158e-11,R_A6,1.0,12,STANDARD,2018-11-07
13,17,0,280.3330078125,280.3330078125,1715.337646484375,42,0.0,R_A6,1.0,13,STANDARD,2018-11-07
14,17,0,280.5475158691406,280.5475158691406,1717.59521484375,42,9.400368504441925e-12,R_A6,1.0,14,STANDARD,2018-11-07
15,17,0,280.7648620605469,280.7648620605469,1719.8526611328125,42,3.956896442447455e-12,R_A6,1.0,15,STANDARD,2018-11-07
16,17,0,281.13079833984375,281.13079833984375,1722.110107421875,42,1.208492182193377e-12,R_A6,1.0,16,STANDARD,2018-11-07
17,17,0,281.3514404296875,281.3514404296875,1724.3675537109375,42,2.3077681259031646e-12,R_A6,1.0,17,STANDARD,2018-11-07
18,17,0,281.5145568847656,281.5145568847656,1726.0565185546875,42,2.2470265665514022e-12,R_A6,1.0,18,STANDARD,2018-11-07
19,17,0,283.0142822265625,283.0142822265625,1727.476806640625,42,2.6972929098589837e-12,R_A6,1.0,25,STANDARD,2018-11-07
20,17,0,283.4977722167969,283.4977722167969,1729.19677734375,42,1.558965630199527e-12,R_A6,1.0,26,STANDARD,2018-11-07
21,17,0,283.8731689453125,283.8731689453125,1730.916748046875,42,2.2729752772390438e-18,R_A6,1.0,27,STANDARD,2018-11-07
22,17,0,284.25408935546875,284.25408935546875,1732.63671875,42,-9.559001522263591e-19,R_A6,1.0,28,STANDARD,2018-11-07
23,17,0,283.55584716796875,283.55584716796875,1734.3565673828125,42,-2.954237874296106e-13,R_A6,1.0,29,STANDARD,2018-11-07
