CONJPOS,CONIDX,WELL,PRESSURE,DATE,SGAS,CONKPOS,CONBPRES,WELLMODEL,SWAT,DRAWDOWN,CONIPOS,DEPTH
42,7,R_A6,277.3458251953125,2018-11-07,-1.2148185018698299e-12,7,277.3458251953125,STANDARD,1.0,0,17,1705.7064208984375
42,8,R_A6,277.4950256347656,2018-11-07,-8.495705766491113e-13,8,277.4950256347656,STANDARD,1.0,0,17,1707.276611328125
42,9,R_A6,277.9776611328125,2018-11-07,-5.584716581330182e-14,9,277.9776611328125,STANDARD,1.0,0,17,1708.8468017578125
42,10,R_A6,277.9571533203125,2018-11-07,0.0,10,277.9571533203125,STANDARD,1.0,0,17,1710.4171142578125
42,11,R_A6,278.2212219238281,2018-11-07,-6.2993104656128285e-12,11,278.2212219238281,STANDARD,1.0,0,17,1712.352783203125
42,12,R_A6,278.44525146484375,2018-11-07,0.0,12,278.44525146484375,STANDARD,1.0,0,17,1714.65380859375
42,13,R_A6,278.7303771972656,2018-11-07,-1.8284187369450172e-13,13,278.7303771972656,STANDARD,1.0,0,17,1716.954833984375
42,14,R_A6,278.9483642578125,2018-11-07,-1.3898272452610855e-13,14,278.9483642578125,STANDARD,1.0,0,17,1719.255859375
42,15,R_A6,279.1673583984375,2018-11-07,-1.0163233915474329e-13,15,279.1673583984375,STANDARD,1.0,0,17,1721.556884765625
42,16,R_A6,279.5325012207031,2018-11-07,-2.708312971133088e-14,16,279.5325012207031,STANDARD,1.0,0,17,1723.85791015625
42,17,R_A6,279.7523498535156,2018-11-07,-5.4172283520982634e-14,17,279.7523498535156,STANDARD,1.0,0,17,1726.158935546875
42,18,R_A6,279.91510009765625,2018-11-07,-4.067638221150367e-14,18,279.91510009765625,STANDARD,1.0,0,17,1727.86962890625
42,19,R_A6,279.8951721191406,2018-11-07,-1.093434370824653e-11,26,279.8951721191406,STANDARD,1.0,0,17,1729.3062744140625
42,20,R_A6,280.0647888183594,2018-11-07,-6.686109998987888e-12,27,280.0647888183594,STANDARD,1.0,0,17,1731.05908203125
42,21,R_A6,281.2684326171875,2018-11-07,-3.0776813098309445e-17,28,281.2684326171875,STANDARD,1.0,0,17,1732.8121337890625
42,22,R_A6,281.62957763671875,2018-11-07,-4.2219856811620006e-18,29,281.62957763671875,STANDARD,1.0,0,17,1734.5650634765625
42,23,R_A6,280.5318603515625,2018-11-07,-1.6424393312411412e-12,30,280.5318603515625,STANDARD,1.0,0,17,1736.31787109375
