REAL,FIPNUM,STOIIP_OIL,ASSOCIATEDOIL_GAS,STOIIP_TOTAL,WATER_TOTAL,GIIP_GAS,ASSOCIATEDGAS_OIL,GIIP_TOTAL,PORV_TOTAL,HCPV_OIL,WATER_PORV,HCPV_GAS,HCPV_TOTAL,SENSNAME,SENSCASE,RMS_SEED,FWL,MULTFLT_F1,MULTFLT_F2,MULTFLT_F3,MULTFLT_F4,MULTFLT_F5,MULTZ_MIDREEK,INTERPOLATE_WO,INTERPOLATE_GO,COHIBA_MODEL_MODE
32,1,18980631.0,0,18980631.0,44173632.0,0.0,3492436149.0,3492436149.0,75803378.0,30278031.0,45525347.0,0.0,30278031.0,relp_wo,pes,1002,1705,0.12,0.01,0.04,0.12,0.06,0.5,-1.0,0.7,0
32,2,0.0,0,0.0,69387916.0,0.0,0.0,0.0,71520911.0,0.0,71520911.0,0.0,0.0,relp_wo,pes,1002,1705,0.12,0.01,0.04,0.12,0.06,0.5,-1.0,0.7,0
32,3,17337943.0,0,17337943.0,48632839.0,0.0,3190181560.0,3190181560.0,77772225.0,27654508.0,50117717.0,0.0,27654508.0,relp_wo,pes,1002,1705,0.12,0.01,0.04,0.12,0.06,0.5,-1.0,0.7,0
32,4,0.0,0,0.0,71677898.0,0.0,0.0,0.0,73875172.0,0.0,73875172.0,0.0,0.0,relp_wo,pes,1002,1705,0.12,0.01,0.04,0.12,0.06,0.5,-1.0,0.7,0
32,5,12121199.0,0,12121199.0,34259495.0,0.0,2230300693.0,2230300693.0,54635907.0,19330756.0,35305151.0,0.0,19330756.0,relp_wo,pes,1002,1705,0.12,0.01,0.04,0.12,0.06,0.5,-1.0,0.7,0
32,6,0.0,0,0.0,53290351.0,0.0,0.0,0.0,54921599.0,0.0,54921599.0,0.0,0.0,relp_wo,pes,1002,1705,0.12,0.01,0.04,0.12,0.06,0.5,-1.0,0.7,0
3,1,21793845.0,0,21793845.0,41919131.0,0.0,4010067527.0,4010067527.0,77969323.0,34766893.0,43202430.0,0.0,34766893.0,rms_seed,p10_p90,1003,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
3,2,0.0,0,0.0,81318354.0,0.0,0.0,0.0,83817801.0,0.0,83817801.0,0.0,0.0,rms_seed,p10_p90,1003,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
3,3,15926900.0,0,15926900.0,49670278.0,0.0,2930549543.0,2930549543.0,76593716.0,25404784.0,51188932.0,0.0,25404784.0,rms_seed,p10_p90,1003,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
3,4,0.0,0,0.0,78269389.0,0.0,0.0,0.0,80668678.0,0.0,80668678.0,0.0,0.0,rms_seed,p10_p90,1003,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
3,5,10742477.0,0,10742477.0,34136809.0,0.0,1976615743.0,1976615743.0,52312550.0,17132544.0,35180006.0,0.0,17132544.0,rms_seed,p10_p90,1003,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
3,6,0.0,0,0.0,53849651.0,0.0,0.0,0.0,55498287.0,0.0,55498287.0,0.0,0.0,rms_seed,p10_p90,1003,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
36,1,23625941.0,0,23625941.0,46338324.0,0.0,4347173209.0,4347173209.0,85444273.0,37687843.0,47756430.0,0.0,37687843.0,cohiba,simulation,1001,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
36,2,0.0,0,0.0,69951737.0,0.0,0.0,0.0,72102264.0,0.0,72102264.0,0.0,0.0,cohiba,simulation,1001,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
36,3,21208999.0,0,21208999.0,57469604.0,0.0,3902455857.0,3902455857.0,93050525.0,33826156.0,59224369.0,0.0,33826156.0,cohiba,simulation,1001,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
36,4,0.0,0,0.0,69559351.0,0.0,0.0,0.0,71692893.0,0.0,71692893.0,0.0,0.0,cohiba,simulation,1001,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
36,5,14227962.0,0,14227962.0,36273758.0,0.0,2617945038.0,2617945038.0,60072733.0,22691763.0,37380971.0,0.0,22691763.0,cohiba,simulation,1001,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
36,6,0.0,0,0.0,45655341.0,0.0,0.0,0.0,47053291.0,0.0,47053291.0,0.0,0.0,cohiba,simulation,1001,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
26,1,24023029.0,0,24023029.0,48853930.0,0.0,4420237398.0,4420237398.0,88668756.0,38319960.0,50348796.0,0.0,38319960.0,relp_wo,opt,1001,1705,0.12,0.01,0.04,0.12,0.06,0.5,1.0,0.7,0
26,2,0.0,0,0.0,70480760.0,0.0,0.0,0.0,72647108.0,0.0,72647108.0,0.0,0.0,relp_wo,opt,1001,1705,0.12,0.01,0.04,0.12,0.06,0.5,1.0,0.7,0
26,3,21034617.0,0,21034617.0,52628569.0,0.0,3870369574.0,3870369574.0,87783417.0,33547949.0,54235468.0,0.0,33547949.0,relp_wo,opt,1001,1705,0.12,0.01,0.04,0.12,0.06,0.5,1.0,0.7,0
26,4,0.0,0,0.0,70900850.0,0.0,0.0,0.0,73075184.0,0.0,73075184.0,0.0,0.0,relp_wo,opt,1001,1705,0.12,0.01,0.04,0.12,0.06,0.5,1.0,0.7,0
26,5,13503407.0,0,13503407.0,34664433.0,0.0,2484626816.0,2484626816.0,57257868.0,21535537.0,35722331.0,0.0,21535537.0,relp_wo,opt,1001,1705,0.12,0.01,0.04,0.12,0.06,0.5,1.0,0.7,0
26,6,0.0,0,0.0,44973824.0,0.0,0.0,0.0,46350777.0,0.0,46350777.0,0.0,0.0,relp_wo,opt,1001,1705,0.12,0.01,0.04,0.12,0.06,0.5,1.0,0.7,0
6,1,25392059.0,0,25392059.0,46739170.0,0.0,4672138885.0,4672138885.0,88669137.0,40500385.0,48168752.0,0.0,40500385.0,fwl,deep,1001,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
6,2,0.0,0,0.0,70480760.0,0.0,0.0,0.0,72647108.0,0.0,72647108.0,0.0,0.0,fwl,deep,1001,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
6,3,22332171.0,0,22332171.0,50624135.0,0.0,4109119410.0,4109119410.0,87783742.0,35614563.0,52169179.0,0.0,35614563.0,fwl,deep,1001,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
6,4,0.0,0,0.0,70900850.0,0.0,0.0,0.0,73075184.0,0.0,73075184.0,0.0,0.0,fwl,deep,1001,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
6,5,14588280.0,0,14588280.0,32988278.0,0.0,2684243493.0,2684243493.0,57258077.0,23263602.0,33994474.0,0.0,23263602.0,fwl,deep,1001,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
6,6,0.0,0,0.0,44973824.0,0.0,0.0,0.0,46350777.0,0.0,46350777.0,0.0,0.0,fwl,deep,1001,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
13,1,18347538.0,0,18347538.0,47244089.0,0.0,3375946945.0,3375946945.0,77968354.0,29276288.0,48692066.0,0.0,29276288.0,fwl,shallow,1003,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
13,2,0.0,0,0.0,81318354.0,0.0,0.0,0.0,83817801.0,0.0,83817801.0,0.0,0.0,fwl,shallow,1003,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
13,3,12739228.0,0,12739228.0,54596437.0,0.0,2344018013.0,2344018013.0,76592966.0,20325580.0,56267386.0,0.0,20325580.0,fwl,shallow,1003,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
13,4,0.0,0,0.0,78269389.0,0.0,0.0,0.0,80668678.0,0.0,80668678.0,0.0,0.0,fwl,shallow,1003,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
13,5,8664403.0,0,8664403.0,37348013.0,0.0,1594250211.0,1594250211.0,52312091.0,13821661.0,38490430.0,0.0,13821661.0,fwl,shallow,1003,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
13,6,0.0,0,0.0,53849651.0,0.0,0.0,0.0,55498287.0,0.0,55498287.0,0.0,0.0,fwl,shallow,1003,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
8,1,22855005.0,0,22855005.0,40280115.0,0.0,4205320966.0,4205320966.0,77969673.0,36456887.0,41512786.0,0.0,36456887.0,fwl,deep,1003,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
8,2,0.0,0,0.0,81318354.0,0.0,0.0,0.0,83817801.0,0.0,83817801.0,0.0,0.0,fwl,deep,1003,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
8,3,17050478.0,0,17050478.0,47934357.0,0.0,3137287885.0,3137287885.0,76593992.0,27194580.0,49399412.0,0.0,27194580.0,fwl,deep,1003,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
8,4,0.0,0,0.0,78269389.0,0.0,0.0,0.0,80668678.0,0.0,80668678.0,0.0,0.0,fwl,deep,1003,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
8,5,11512153.0,0,11512153.0,32947712.0,0.0,2118236102.0,2118236102.0,52312726.0,18358508.0,33954219.0,0.0,18358508.0,fwl,deep,1003,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
8,6,0.0,0,0.0,53849651.0,0.0,0.0,0.0,55498287.0,0.0,55498287.0,0.0,0.0,fwl,deep,1003,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
18,1,21793845.0,0,21793845.0,41919131.0,0.0,4010067527.0,4010067527.0,77969323.0,34766893.0,43202430.0,0.0,34766893.0,multflt1,open,1003,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
18,2,0.0,0,0.0,81318354.0,0.0,0.0,0.0,83817801.0,0.0,83817801.0,0.0,0.0,multflt1,open,1003,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
18,3,15926900.0,0,15926900.0,49670278.0,0.0,2930549543.0,2930549543.0,76593716.0,25404784.0,51188932.0,0.0,25404784.0,multflt1,open,1003,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
18,4,0.0,0,0.0,78269389.0,0.0,0.0,0.0,80668678.0,0.0,80668678.0,0.0,0.0,multflt1,open,1003,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
18,5,10742477.0,0,10742477.0,34136809.0,0.0,1976615743.0,1976615743.0,52312550.0,17132544.0,35180006.0,0.0,17132544.0,multflt1,open,1003,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
18,6,0.0,0,0.0,53849651.0,0.0,0.0,0.0,55498287.0,0.0,55498287.0,0.0,0.0,multflt1,open,1003,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
27,1,18980631.0,0,18980631.0,44173632.0,0.0,3492436149.0,3492436149.0,75803378.0,30278031.0,45525347.0,0.0,30278031.0,relp_wo,opt,1002,1705,0.12,0.01,0.04,0.12,0.06,0.5,1.0,0.7,0
27,2,0.0,0,0.0,69387916.0,0.0,0.0,0.0,71520911.0,0.0,71520911.0,0.0,0.0,relp_wo,opt,1002,1705,0.12,0.01,0.04,0.12,0.06,0.5,1.0,0.7,0
27,3,17337943.0,0,17337943.0,48632839.0,0.0,3190181560.0,3190181560.0,77772225.0,27654508.0,50117717.0,0.0,27654508.0,relp_wo,opt,1002,1705,0.12,0.01,0.04,0.12,0.06,0.5,1.0,0.7,0
27,4,0.0,0,0.0,71677898.0,0.0,0.0,0.0,73875172.0,0.0,73875172.0,0.0,0.0,relp_wo,opt,1002,1705,0.12,0.01,0.04,0.12,0.06,0.5,1.0,0.7,0
27,5,12121199.0,0,12121199.0,34259495.0,0.0,2230300693.0,2230300693.0,54635907.0,19330756.0,35305151.0,0.0,19330756.0,relp_wo,opt,1002,1705,0.12,0.01,0.04,0.12,0.06,0.5,1.0,0.7,0
27,6,0.0,0,0.0,53290351.0,0.0,0.0,0.0,54921599.0,0.0,54921599.0,0.0,0.0,relp_wo,opt,1002,1705,0.12,0.01,0.04,0.12,0.06,0.5,1.0,0.7,0
19,1,15725059.0,0,15725059.0,42787773.0,0.0,2893410919.0,2893410919.0,69186513.0,25087392.0,44099121.0,0.0,25087392.0,multflt1,open,1004,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
19,2,0.0,0,0.0,64173132.0,0.0,0.0,0.0,66144827.0,0.0,66144827.0,0.0,0.0,multflt1,open,1004,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
19,3,13677743.0,0,13677743.0,48598515.0,0.0,2516704801.0,2516704801.0,71901983.0,21815929.0,50086054.0,0.0,21815929.0,multflt1,open,1004,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
19,4,0.0,0,0.0,75651057.0,0.0,0.0,0.0,77970947.0,0.0,77970947.0,0.0,0.0,multflt1,open,1004,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
19,5,8901580.0,0,8901580.0,32763017.0,0.0,1637890796.0,1637890796.0,47959300.0,14195747.0,33763552.0,0.0,14195747.0,multflt1,open,1004,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
19,6,0.0,0,0.0,47794372.0,0.0,0.0,0.0,49257738.0,0.0,49257738.0,0.0,0.0,multflt1,open,1004,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
9,1,16647159.0,0,16647159.0,41363226.0,0.0,3063077324.0,3063077324.0,69186801.0,26556260.0,42630540.0,0.0,26556260.0,fwl,deep,1004,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
9,2,0.0,0,0.0,64173132.0,0.0,0.0,0.0,66144827.0,0.0,66144827.0,0.0,0.0,fwl,deep,1004,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
9,3,14709837.0,0,14709837.0,47003859.0,0.0,2706609988.0,2706609988.0,71902236.0,23460081.0,48442155.0,0.0,23460081.0,fwl,deep,1004,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
9,4,0.0,0,0.0,75651057.0,0.0,0.0,0.0,77970947.0,0.0,77970947.0,0.0,0.0,fwl,deep,1004,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
9,5,9734045.0,0,9734045.0,31476690.0,0.0,1791064258.0,1791064258.0,47959456.0,15521927.0,32437529.0,0.0,15521927.0,fwl,deep,1004,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
9,6,0.0,0,0.0,47794372.0,0.0,0.0,0.0,49257738.0,0.0,49257738.0,0.0,0.0,fwl,deep,1004,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
1,1,24023029.0,0,24023029.0,48853930.0,0.0,4420237398.0,4420237398.0,88668756.0,38319960.0,50348796.0,0.0,38319960.0,rms_seed,p10_p90,1001,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
1,2,0.0,0,0.0,70480760.0,0.0,0.0,0.0,72647108.0,0.0,72647108.0,0.0,0.0,rms_seed,p10_p90,1001,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
1,3,21034617.0,0,21034617.0,52628569.0,0.0,3870369574.0,3870369574.0,87783417.0,33547949.0,54235468.0,0.0,33547949.0,rms_seed,p10_p90,1001,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
1,4,0.0,0,0.0,70900850.0,0.0,0.0,0.0,73075184.0,0.0,73075184.0,0.0,0.0,rms_seed,p10_p90,1001,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
1,5,13503407.0,0,13503407.0,34664433.0,0.0,2484626816.0,2484626816.0,57257868.0,21535537.0,35722331.0,0.0,21535537.0,rms_seed,p10_p90,1001,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
1,6,0.0,0,0.0,44973824.0,0.0,0.0,0.0,46350777.0,0.0,46350777.0,0.0,0.0,rms_seed,p10_p90,1001,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
33,1,21793845.0,0,21793845.0,41919131.0,0.0,4010067527.0,4010067527.0,77969323.0,34766893.0,43202430.0,0.0,34766893.0,relp_wo,pes,1003,1705,0.12,0.01,0.04,0.12,0.06,0.5,-1.0,0.7,0
33,2,0.0,0,0.0,81318354.0,0.0,0.0,0.0,83817801.0,0.0,83817801.0,0.0,0.0,relp_wo,pes,1003,1705,0.12,0.01,0.04,0.12,0.06,0.5,-1.0,0.7,0
33,3,15926900.0,0,15926900.0,49670278.0,0.0,2930549543.0,2930549543.0,76593716.0,25404784.0,51188932.0,0.0,25404784.0,relp_wo,pes,1003,1705,0.12,0.01,0.04,0.12,0.06,0.5,-1.0,0.7,0
33,4,0.0,0,0.0,78269389.0,0.0,0.0,0.0,80668678.0,0.0,80668678.0,0.0,0.0,relp_wo,pes,1003,1705,0.12,0.01,0.04,0.12,0.06,0.5,-1.0,0.7,0
33,5,10742477.0,0,10742477.0,34136809.0,0.0,1976615744.0,1976615744.0,52312550.0,17132544.0,35180006.0,0.0,17132544.0,relp_wo,pes,1003,1705,0.12,0.01,0.04,0.12,0.06,0.5,-1.0,0.7,0
33,6,0.0,0,0.0,53849651.0,0.0,0.0,0.0,55498287.0,0.0,55498287.0,0.0,0.0,relp_wo,pes,1003,1705,0.12,0.01,0.04,0.12,0.06,0.5,-1.0,0.7,0
23,1,21793845.0,0,21793845.0,41919131.0,0.0,4010067527.0,4010067527.0,77969323.0,34766893.0,43202430.0,0.0,34766893.0,multflt1,closed,1003,1705,1e-06,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
23,2,0.0,0,0.0,81318354.0,0.0,0.0,0.0,83817801.0,0.0,83817801.0,0.0,0.0,multflt1,closed,1003,1705,1e-06,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
23,3,15926900.0,0,15926900.0,49670278.0,0.0,2930549543.0,2930549543.0,76593716.0,25404784.0,51188932.0,0.0,25404784.0,multflt1,closed,1003,1705,1e-06,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
23,4,0.0,0,0.0,78269389.0,0.0,0.0,0.0,80668678.0,0.0,80668678.0,0.0,0.0,multflt1,closed,1003,1705,1e-06,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
23,5,10742477.0,0,10742477.0,34136809.0,0.0,1976615743.0,1976615743.0,52312550.0,17132544.0,35180006.0,0.0,17132544.0,multflt1,closed,1003,1705,1e-06,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
23,6,0.0,0,0.0,53849651.0,0.0,0.0,0.0,55498287.0,0.0,55498287.0,0.0,0.0,multflt1,closed,1003,1705,1e-06,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
11,1,20062713.0,0,20062713.0,54973187.0,0.0,3691539141.0,3691539141.0,88667719.0,32010486.0,56657233.0,0.0,32010486.0,fwl,shallow,1001,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
11,2,0.0,0,0.0,70480760.0,0.0,0.0,0.0,72647108.0,0.0,72647108.0,0.0,0.0,fwl,shallow,1001,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
11,3,16059773.0,0,16059773.0,60317122.0,0.0,2954998194.0,2954998194.0,87782537.0,25620990.0,62161547.0,0.0,25620990.0,fwl,shallow,1001,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
11,4,0.0,0,0.0,70900850.0,0.0,0.0,0.0,73075184.0,0.0,73075184.0,0.0,0.0,fwl,shallow,1001,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
11,5,10433409.0,0,10433409.0,39408848.0,0.0,1919747173.0,1919747173.0,57257329.0,16644055.0,40613274.0,0.0,16644055.0,fwl,shallow,1001,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
11,6,0.0,0,0.0,44973824.0,0.0,0.0,0.0,46350777.0,0.0,46350777.0,0.0,0.0,fwl,shallow,1001,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
30,1,20984833.0,0,20984833.0,47516856.0,0.0,3861209330.0,3861209330.0,82447798.0,33476533.0,48971265.0,0.0,33476533.0,relp_wo,pes,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,-1.0,0.7,0
30,2,0.0,0,0.0,77087628.0,0.0,0.0,0.0,79456776.0,0.0,79456776.0,0.0,0.0,relp_wo,pes,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,-1.0,0.7,0
30,3,20214158.0,0,20214158.0,44382734.0,0.0,3719405032.0,3719405032.0,77980089.0,32240015.0,45740074.0,0.0,32240015.0,relp_wo,pes,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,-1.0,0.7,0
30,4,0.0,0,0.0,69935227.0,0.0,0.0,0.0,72079885.0,0.0,72079885.0,0.0,0.0,relp_wo,pes,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,-1.0,0.7,0
30,5,13539606.0,0,13539606.0,34558586.0,0.0,2491287483.0,2491287483.0,57206585.0,21592293.0,35614292.0,0.0,21592293.0,relp_wo,pes,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,-1.0,0.7,0
30,6,0.0,0,0.0,50582995.0,0.0,0.0,0.0,52131651.0,0.0,52131651.0,0.0,0.0,relp_wo,pes,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,-1.0,0.7,0
15,1,20984833.0,0,20984833.0,47516856.0,0.0,3861209330.0,3861209330.0,82447798.0,33476533.0,48971265.0,0.0,33476533.0,multflt1,open,1000,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
15,2,0.0,0,0.0,77087628.0,0.0,0.0,0.0,79456776.0,0.0,79456776.0,0.0,0.0,multflt1,open,1000,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
15,3,20214158.0,0,20214158.0,44382734.0,0.0,3719405033.0,3719405033.0,77980089.0,32240015.0,45740074.0,0.0,32240015.0,multflt1,open,1000,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
15,4,0.0,0,0.0,69935227.0,0.0,0.0,0.0,72079885.0,0.0,72079885.0,0.0,0.0,multflt1,open,1000,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
15,5,13539606.0,0,13539606.0,34558586.0,0.0,2491287482.0,2491287482.0,57206585.0,21592293.0,35614292.0,0.0,21592293.0,multflt1,open,1000,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
15,6,0.0,0,0.0,50582995.0,0.0,0.0,0.0,52131651.0,0.0,52131651.0,0.0,0.0,multflt1,open,1000,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
25,1,20984833.0,0,20984833.0,47516856.0,0.0,3861209330.0,3861209330.0,82447798.0,33476533.0,48971265.0,0.0,33476533.0,relp_wo,opt,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,1.0,0.7,0
25,2,0.0,0,0.0,77087628.0,0.0,0.0,0.0,79456776.0,0.0,79456776.0,0.0,0.0,relp_wo,opt,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,1.0,0.7,0
25,3,20214158.0,0,20214158.0,44382734.0,0.0,3719405032.0,3719405032.0,77980089.0,32240015.0,45740074.0,0.0,32240015.0,relp_wo,opt,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,1.0,0.7,0
25,4,0.0,0,0.0,69935227.0,0.0,0.0,0.0,72079885.0,0.0,72079885.0,0.0,0.0,relp_wo,opt,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,1.0,0.7,0
25,5,13539606.0,0,13539606.0,34558586.0,0.0,2491287483.0,2491287483.0,57206585.0,21592293.0,35614292.0,0.0,21592293.0,relp_wo,opt,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,1.0,0.7,0
25,6,0.0,0,0.0,50582995.0,0.0,0.0,0.0,52131651.0,0.0,52131651.0,0.0,0.0,relp_wo,opt,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,1.0,0.7,0
31,1,24023029.0,0,24023029.0,48853930.0,0.0,4420237398.0,4420237398.0,88668756.0,38319960.0,50348796.0,0.0,38319960.0,relp_wo,pes,1001,1705,0.12,0.01,0.04,0.12,0.06,0.5,-1.0,0.7,0
31,2,0.0,0,0.0,70480760.0,0.0,0.0,0.0,72647108.0,0.0,72647108.0,0.0,0.0,relp_wo,pes,1001,1705,0.12,0.01,0.04,0.12,0.06,0.5,-1.0,0.7,0
31,3,21034617.0,0,21034617.0,52628569.0,0.0,3870369574.0,3870369574.0,87783417.0,33547949.0,54235468.0,0.0,33547949.0,relp_wo,pes,1001,1705,0.12,0.01,0.04,0.12,0.06,0.5,-1.0,0.7,0
31,4,0.0,0,0.0,70900850.0,0.0,0.0,0.0,73075184.0,0.0,73075184.0,0.0,0.0,relp_wo,pes,1001,1705,0.12,0.01,0.04,0.12,0.06,0.5,-1.0,0.7,0
31,5,13503407.0,0,13503407.0,34664433.0,0.0,2484626816.0,2484626816.0,57257868.0,21535537.0,35722331.0,0.0,21535537.0,relp_wo,pes,1001,1705,0.12,0.01,0.04,0.12,0.06,0.5,-1.0,0.7,0
31,6,0.0,0,0.0,44973824.0,0.0,0.0,0.0,46350777.0,0.0,46350777.0,0.0,0.0,relp_wo,pes,1001,1705,0.12,0.01,0.04,0.12,0.06,0.5,-1.0,0.7,0
2,1,18980631.0,0,18980631.0,44173632.0,0.0,3492436149.0,3492436149.0,75803378.0,30278031.0,45525347.0,0.0,30278031.0,rms_seed,p10_p90,1002,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
2,2,0.0,0,0.0,69387916.0,0.0,0.0,0.0,71520911.0,0.0,71520911.0,0.0,0.0,rms_seed,p10_p90,1002,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
2,3,17337943.0,0,17337943.0,48632839.0,0.0,3190181560.0,3190181560.0,77772225.0,27654508.0,50117717.0,0.0,27654508.0,rms_seed,p10_p90,1002,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
2,4,0.0,0,0.0,71677898.0,0.0,0.0,0.0,73875172.0,0.0,73875172.0,0.0,0.0,rms_seed,p10_p90,1002,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
2,5,12121199.0,0,12121199.0,34259495.0,0.0,2230300695.0,2230300695.0,54635907.0,19330756.0,35305151.0,0.0,19330756.0,rms_seed,p10_p90,1002,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
2,6,0.0,0,0.0,53290351.0,0.0,0.0,0.0,54921599.0,0.0,54921599.0,0.0,0.0,rms_seed,p10_p90,1002,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
