WELL,PRESSURE,DEPTH,SWAT,WELLMODEL,CONBPRES,CONIPOS,DRAWDOWN,CONJPOS,DATE,CONIDX,CONKPOS,SGAS
R_A6,278.3099060058594,1717.87744140625,1.0,STANDARD,278.3099060058594,17,0,42,2018-11-07,14,14,-3.625030810738231e-15
R_A6,278.5333251953125,1720.21630859375,1.0,STANDARD,278.5333251953125,17,0,42,2018-11-07,15,15,-2.231916145905557e-15
R_A6,278.90740966796875,1722.5550537109375,1.0,STANDARD,278.90740966796875,17,0,42,2018-11-07,16,16,-9.43131270340024e-16
R_A6,279.139892578125,1724.8939208984375,1.0,STANDARD,279.139892578125,17,0,42,2018-11-07,17,17,-8.760735777300324e-16
R_A6,279.2825012207031,1726.343994140625,1.0,STANDARD,279.2825012207031,17,0,42,2018-11-07,18,18,-1.368584696559308e-15
R_A6,280.4604187011719,1727.486572265625,1.0,STANDARD,280.4604187011719,17,0,42,2018-11-07,19,25,-4.2543648556033885e-15
R_A6,280.9929504394531,1729.2105712890625,1.0,STANDARD,280.9929504394531,17,0,42,2018-11-07,20,26,-9.614036768364306e-16
R_A6,281.9069519042969,1730.9345703125,1.0,STANDARD,281.9069519042969,17,0,42,2018-11-07,21,27,-9.351166763038481e-22
R_A6,282.03704833984375,1732.6585693359375,1.0,STANDARD,282.03704833984375,17,0,42,2018-11-07,22,28,-3.0078448425090647e-22
R_A6,280.8344421386719,1734.382568359375,1.0,STANDARD,280.8344421386719,17,0,42,2018-11-07,23,29,-1.7161247500374708e-16
