CONJPOS,DRAWDOWN,SGAS,WELLMODEL,CONIPOS,PRESSURE,CONIDX,SWAT,DATE,CONKPOS,WELL,DEPTH,CONBPRES
42,0,-2.8435571675089477e-09,STANDARD,17,276.7558288574219,10,0.9999999403953552,2018-11-07,10,R_A6,1708.3673095703125,276.7558288574219
42,0,6.53963688757031e-11,STANDARD,17,282.8479919433594,11,1.0,2018-11-07,11,R_A6,1710.259033203125,282.8479919433594
42,0,1.7032217303203367e-10,STANDARD,17,282.99810791015625,12,1.0,2018-11-07,12,R_A6,1712.50048828125,282.99810791015625
42,0,3.049199781557377e-11,STANDARD,17,283.2275085449219,13,1.0,2018-11-07,13,R_A6,1714.7418212890625,283.2275085449219
42,0,3.2096016816529627e-11,STANDARD,17,283.43994140625,14,1.0,2018-11-07,14,R_A6,1716.983154296875,283.43994140625
42,0,2.212061783746222e-11,STANDARD,17,283.65264892578125,15,1.0,2018-11-07,15,R_A6,1719.224609375,283.65264892578125
42,0,3.850938665173054e-12,STANDARD,17,284.01031494140625,16,1.0,2018-11-07,16,R_A6,1721.4659423828125,284.01031494140625
42,0,1.0434991412622274e-11,STANDARD,17,284.22283935546875,17,1.0,2018-11-07,17,R_A6,1723.707275390625,284.22283935546875
42,0,9.983937288016165e-12,STANDARD,17,284.3866882324219,18,1.0,2018-11-07,18,R_A6,1725.437255859375,284.3866882324219
42,0,6.169673279210475e-12,STANDARD,17,283.8280334472656,19,1.0,2018-11-07,25,R_A6,1726.906982421875,283.8280334472656
42,0,4.3322572092219236e-12,STANDARD,17,284.32989501953125,20,1.0,2018-11-07,26,R_A6,1728.6278076171875,284.32989501953125
42,0,4.552069623059449e-18,STANDARD,17,285.0230407714844,21,1.0,2018-11-07,27,R_A6,1730.3486328125,285.0230407714844
42,0,8.505278370411252e-19,STANDARD,17,285.3197937011719,22,1.0,2018-11-07,28,R_A6,1732.0694580078125,285.3197937011719
42,0,7.443812818745676e-13,STANDARD,17,284.4809875488281,23,1.0,2018-11-07,29,R_A6,1733.790283203125,284.4809875488281
