DEPTH,CONIPOS,SWAT,CONBPRES,WELL,PRESSURE,CONKPOS,DRAWDOWN,CONJPOS,CONIDX,WELLMODEL,DATE,SGAS
1707.97119140625,17,1.0,279.5029296875,R_A6,279.5029296875,10,0,42,10,STANDARD,2018-11-07,7.498768272995449e-11
1709.872802734375,17,1.0,281.1730651855469,R_A6,281.1730651855469,11,0,42,11,STANDARD,2018-11-07,-1.462664295237559e-10
1712.1453857421875,17,1.0,281.4063415527344,R_A6,281.4063415527344,12,0,42,12,STANDARD,2018-11-07,-2.0150309198996297e-10
1714.4178466796875,17,1.0,281.6518249511719,R_A6,281.6518249511719,13,0,42,13,STANDARD,2018-11-07,-1.5633759911648504e-11
1716.6904296875,17,1.0,281.8670349121094,R_A6,281.8670349121094,14,0,42,14,STANDARD,2018-11-07,-1.1272306005283284e-11
1718.962890625,17,1.0,282.0824890136719,R_A6,282.0824890136719,15,0,42,15,STANDARD,2018-11-07,-7.406812142785046e-12
1721.2354736328125,17,1.0,282.44317626953125,R_A6,282.44317626953125,16,0,42,16,STANDARD,2018-11-07,-2.2958585987192803e-12
1723.5079345703125,17,1.0,282.6587219238281,R_A6,282.6587219238281,17,0,42,17,STANDARD,2018-11-07,-4.177403648691902e-12
1725.07763671875,17,1.0,282.80743408203125,R_A6,282.80743408203125,18,0,42,18,STANDARD,2018-11-07,-4.2819012224804e-12
1726.363037109375,17,1.0,282.85565185546875,R_A6,282.85565185546875,24,0,42,19,STANDARD,2018-11-07,-1.88868289497518e-13
1728.067138671875,17,1.0,283.3430480957031,R_A6,283.3430480957031,25,0,42,20,STANDARD,2018-11-07,-1.2204384096207999e-13
1729.771240234375,17,1.0,283.7873229980469,R_A6,283.7873229980469,26,0,42,21,STANDARD,2018-11-07,-1.2761774543716847e-18
1731.475341796875,17,1.0,283.8691101074219,R_A6,283.8691101074219,27,0,42,22,STANDARD,2018-11-07,-1.0827231735502596e-16
1733.179443359375,17,1.0,283.7067565917969,R_A6,283.7067565917969,28,0,42,23,STANDARD,2018-11-07,1.3739491679725063e-15
