CONIDX,CONBPRES,CONIPOS,DEPTH,PRESSURE,SGAS,DRAWDOWN,WELLMODEL,DATE,CONKPOS,WELL,SWAT,CONJPOS
10,276.2290954589844,17,1709.5491943359375,276.2290954589844,3.8464418350187164e-15,0,STANDARD,2018-11-07,10,R_A6,1.0,42
11,276.66802978515625,17,1711.4351806640625,276.66802978515625,6.728379572246146e-12,0,STANDARD,2018-11-07,11,R_A6,1.0,42
12,276.92999267578125,17,1713.650634765625,276.92999267578125,2.2647450321350293e-12,0,STANDARD,2018-11-07,12,R_A6,1.0,42
13,277.22979736328125,17,1715.8660888671875,277.22979736328125,1.3121308781258861e-13,0,STANDARD,2018-11-07,13,R_A6,1.0,42
14,277.43988037109375,17,1718.0814208984375,277.43988037109375,1.0373837476974207e-13,0,STANDARD,2018-11-07,14,R_A6,1.0,42
15,277.66827392578125,17,1720.296875,277.66827392578125,2.544139351230365e-14,0,STANDARD,2018-11-07,15,R_A6,1.0,42
16,278.0916442871094,17,1722.5123291015625,278.0916442871094,2.400011104837594e-15,0,STANDARD,2018-11-07,16,R_A6,1.0,42
17,278.35601806640625,17,1724.727783203125,278.35601806640625,2.576304707424342e-16,0,STANDARD,2018-11-07,17,R_A6,1.0,42
18,278.5462646484375,17,1726.619384765625,278.5462646484375,1.982108381773041e-17,0,STANDARD,2018-11-07,18,R_A6,1.0,42
19,278.66229248046875,17,1728.2713623046875,278.66229248046875,-3.279194881670826e-14,0,STANDARD,2018-11-07,27,R_A6,1.0,42
20,278.8519287109375,17,1730.0074462890625,278.8519287109375,-4.0703785421413244e-14,0,STANDARD,2018-11-07,28,R_A6,1.0,42
21,279.3895568847656,17,1731.743408203125,279.3895568847656,3.674994319681447e-15,0,STANDARD,2018-11-07,29,R_A6,1.0,42
22,279.9305114746094,17,1733.4794921875,279.9305114746094,-3.0965955364145813e-20,0,STANDARD,2018-11-07,30,R_A6,1.0,42
23,279.2076721191406,17,1735.215576171875,279.2076721191406,5.407400059404682e-14,0,STANDARD,2018-11-07,31,R_A6,1.0,42
