CONKPOS,DATE,CONIDX,DRAWDOWN,CONJPOS,SGAS,WELL,SWAT,DEPTH,PRESSURE,CONBPRES,WELLMODEL,CONIPOS
10,2018-11-07,10,0,42,6.6905708404063624e-12,R_A6,1.0,1707.9129638671875,276.4435729980469,276.4435729980469,STANDARD,17
11,2018-11-07,11,0,42,1.0400922345610297e-09,R_A6,1.0,1709.8055419921875,282.5980529785156,282.5980529785156,STANDARD,17
12,2018-11-07,12,0,42,4.708632372896204e-10,R_A6,1.0,1712.0582275390625,282.78326416015625,282.78326416015625,STANDARD,17
13,2018-11-07,13,0,42,2.8997535275743225e-11,R_A6,1.0,1714.3109130859375,283.0159606933594,283.0159606933594,STANDARD,17
14,2018-11-07,14,0,42,2.753624411822031e-11,R_A6,1.0,1716.5635986328125,283.229248046875,283.229248046875,STANDARD,17
15,2018-11-07,15,0,42,1.9427404129856995e-11,R_A6,1.0,1718.8162841796875,283.44268798828125,283.44268798828125,STANDARD,17
16,2018-11-07,16,0,42,4.743819920216552e-12,R_A6,1.0,1721.0689697265625,283.8016052246094,283.8016052246094,STANDARD,17
17,2018-11-07,17,0,42,1.0513877095330582e-11,R_A6,1.0,1723.3216552734375,284.0153503417969,284.0153503417969,STANDARD,17
18,2018-11-07,18,0,42,1.0040397332988782e-11,R_A6,1.0,1724.9537353515625,284.1700439453125,284.1700439453125,STANDARD,17
25,2018-11-07,19,0,42,-1.163607513295084e-13,R_A6,1.0,1726.312255859375,284.6076965332031,284.6076965332031,STANDARD,17
26,2018-11-07,20,0,42,-3.8217970726051737e-14,R_A6,1.0,1728.0179443359375,285.0835266113281,285.0835266113281,STANDARD,17
27,2018-11-07,21,0,42,3.6031842079967835e-20,R_A6,1.0,1729.7236328125,285.6944274902344,285.6944274902344,STANDARD,17
28,2018-11-07,22,0,42,1.985323781448051e-20,R_A6,1.0,1731.42919921875,286.1155700683594,286.1155700683594,STANDARD,17
29,2018-11-07,23,0,42,1.966391645732068e-15,R_A6,1.0,1733.134765625,285.2396545410156,285.2396545410156,STANDARD,17
