CONIPOS,SGAS,DRAWDOWN,DATE,CONKPOS,CONJPOS,WELL,CONIDX,CONBPRES,PRESSURE,DEPTH,WELLMODEL,SWAT
17,-1.5812670463183375e-15,0,2018-11-07,1,42,R_A6,1,277.077392578125,277.077392578125,1694.6845703125,STANDARD,1.0
17,-7.341524662637456e-16,0,2018-11-07,2,42,R_A6,2,277.2220764160156,277.2220764160156,1696.2254638671875,STANDARD,1.0
17,-6.381240763357295e-16,0,2018-11-07,3,42,R_A6,3,277.3647155761719,277.3647155761719,1697.766357421875,STANDARD,1.0
17,-3.4930201435734974e-16,0,2018-11-07,4,42,R_A6,4,277.5041809082031,277.5041809082031,1699.3072509765625,STANDARD,1.0
17,-4.493698250014827e-16,0,2018-11-07,5,42,R_A6,5,277.6418762207031,277.6418762207031,1700.84814453125,STANDARD,1.0
17,-2.096127192988389e-14,0,2018-11-07,6,42,R_A6,6,277.7826843261719,277.7826843261719,1702.3890380859375,STANDARD,1.0
17,-2.0756904902568055e-14,0,2018-11-07,7,42,R_A6,7,277.6260070800781,277.6260070800781,1703.929931640625,STANDARD,1.0
17,-1.4487400596326929e-15,0,2018-11-07,8,42,R_A6,8,277.76812744140625,277.76812744140625,1705.470703125,STANDARD,1.0
17,-1.3735415333666402e-15,0,2018-11-07,9,42,R_A6,9,278.19549560546875,278.19549560546875,1707.01171875,STANDARD,1.0
17,-1.079200680101193e-13,0,2018-11-07,10,42,R_A6,10,277.92987060546875,277.92987060546875,1708.552490234375,STANDARD,1.0
17,-1.2377861864816542e-13,0,2018-11-07,11,42,R_A6,11,278.1073913574219,278.1073913574219,1710.4736328125,STANDARD,1.0
17,-3.452895589351086e-14,0,2018-11-07,12,42,R_A6,12,278.3252258300781,278.3252258300781,1712.77490234375,STANDARD,1.0
17,-3.562433805386718e-15,0,2018-11-07,13,42,R_A6,13,278.5550842285156,278.5550842285156,1715.0762939453125,STANDARD,1.0
17,-2.143085259628157e-15,0,2018-11-07,14,42,R_A6,14,278.7730407714844,278.7730407714844,1717.3775634765625,STANDARD,1.0
17,-1.0965197256044765e-15,0,2018-11-07,15,42,R_A6,15,278.9913024902344,278.9913024902344,1719.678955078125,STANDARD,1.0
17,-6.118608668940443e-16,0,2018-11-07,16,42,R_A6,16,279.3546447753906,279.3546447753906,1721.980224609375,STANDARD,1.0
17,-8.072714737047298e-16,0,2018-11-07,17,42,R_A6,17,279.5728454589844,279.5728454589844,1724.281494140625,STANDARD,1.0
17,-6.582374560034341e-16,0,2018-11-07,18,42,R_A6,18,279.71954345703125,279.71954345703125,1725.8304443359375,STANDARD,1.0
17,5.078391329219078e-16,0,2018-11-07,26,42,R_A6,19,279.94476318359375,279.94476318359375,1727.088623046875,STANDARD,1.0
17,1.9845930338098034e-16,0,2018-11-07,27,42,R_A6,20,280.4173583984375,280.4173583984375,1728.808349609375,STANDARD,1.0
17,5.004859729374753e-22,0,2018-11-07,28,42,R_A6,21,281.1817626953125,281.1817626953125,1730.528076171875,STANDARD,1.0
17,9.013783449432193e-23,0,2018-11-07,29,42,R_A6,22,281.4091796875,281.4091796875,1732.2476806640625,STANDARD,1.0
17,8.145073783881027e-19,0,2018-11-07,30,42,R_A6,23,280.50726318359375,280.50726318359375,1733.9674072265625,STANDARD,1.0
