DATE,DRAWDOWN,CONIDX,WELLMODEL,CONIPOS,CONBPRES,SGAS,PRESSURE,CONKPOS,CONJPOS,DEPTH,WELL,SWAT
2018-11-07,0,12,STANDARD,17,285.8375549316406,2.057919806786046e-13,285.8375549316406,12,42,1713.435302734375,R_A6,1.0
2018-11-07,0,13,STANDARD,17,286.05804443359375,1.6697680767902533e-14,286.05804443359375,13,42,1715.63720703125,R_A6,1.0
2018-11-07,0,14,STANDARD,17,286.2666015625,1.3379505429999064e-14,286.2666015625,14,42,1717.839111328125,R_A6,1.0
2018-11-07,0,15,STANDARD,17,286.4751281738281,9.231703671907371e-15,286.4751281738281,15,42,1720.0408935546875,R_A6,1.0
2018-11-07,0,16,STANDARD,17,286.82904052734375,1.6460957717276295e-15,286.82904052734375,16,42,1722.2427978515625,R_A6,1.0
2018-11-07,0,17,STANDARD,17,287.03790283203125,4.790315212099654e-15,287.03790283203125,17,42,1724.444580078125,R_A6,1.0
2018-11-07,0,18,STANDARD,17,287.2192077636719,3.42619342626031e-15,287.2192077636719,18,42,1726.3575439453125,R_A6,1.0
2018-11-07,0,19,STANDARD,17,287.2218017578125,2.780295652111595e-15,287.2218017578125,26,42,1728.035888671875,R_A6,1.0
2018-11-07,0,20,STANDARD,17,287.70867919921875,1.9186227991551882e-15,287.70867919921875,27,42,1729.768310546875,R_A6,1.0
2018-11-07,0,21,STANDARD,17,288.1054992675781,2.823466112314862e-21,288.1054992675781,28,42,1731.5008544921875,R_A6,1.0
2018-11-07,0,22,STANDARD,17,288.043212890625,3.624453981301151e-17,288.043212890625,29,42,1733.2333984375,R_A6,1.0
2018-11-07,0,23,STANDARD,17,287.8954772949219,5.901226265705997e-17,287.8954772949219,30,42,1734.9659423828125,R_A6,1.0
