CONIPOS,DATE,WELL,SWAT,PRESSURE,WELLMODEL,DEPTH,CONBPRES,CONJPOS,SGAS,CONIDX,CONKPOS,DRAWDOWN
17,2018-11-07,R_A6,1.0,279.162109375,STANDARD,1708.477783203125,279.162109375,42,-9.761077452842917e-16,9,9,0
17,2018-11-07,R_A6,1.0,279.0271911621094,STANDARD,1710.035400390625,279.0271911621094,42,-9.494905946552668e-14,10,10,0
17,2018-11-07,R_A6,1.0,279.4986572265625,STANDARD,1711.934326171875,279.4986572265625,42,-6.33229769618146e-14,11,11,0
17,2018-11-07,R_A6,1.0,279.7059326171875,STANDARD,1714.1744384765625,279.7059326171875,42,-2.7036617438131252e-14,12,12,0
17,2018-11-07,R_A6,1.0,279.9619445800781,STANDARD,1716.41455078125,279.9619445800781,42,-1.6522691596054556e-15,13,13,0
17,2018-11-07,R_A6,1.0,280.1742858886719,STANDARD,1718.654541015625,280.1742858886719,42,-1.4423755599461425e-15,14,14,0
17,2018-11-07,R_A6,1.0,280.38763427734375,STANDARD,1720.8946533203125,280.38763427734375,42,-1.1326673860241458e-15,15,15,0
17,2018-11-07,R_A6,1.0,280.7474670410156,STANDARD,1723.134765625,280.7474670410156,42,-2.879953842916392e-16,16,16,0
17,2018-11-07,R_A6,1.0,280.9621276855469,STANDARD,1725.374755859375,280.9621276855469,42,-6.709911781506829e-16,17,17,0
17,2018-11-07,R_A6,1.0,281.1360778808594,STANDARD,1727.19970703125,281.1360778808594,42,-3.2525183730904397e-16,18,18,0
17,2018-11-07,R_A6,1.0,282.5699157714844,STANDARD,1728.77294921875,282.5699157714844,42,-7.675562163903438e-16,19,27,0
17,2018-11-07,R_A6,1.0,282.7666015625,STANDARD,1730.5096435546875,282.7666015625,42,-1.0377518385701443e-15,20,28,0
17,2018-11-07,R_A6,1.0,283.8118591308594,STANDARD,1732.2462158203125,283.8118591308594,42,-1.294258868890696e-21,21,29,0
17,2018-11-07,R_A6,1.0,283.71734619140625,STANDARD,1733.98291015625,283.71734619140625,42,-3.3243444204903834e-22,22,30,0
17,2018-11-07,R_A6,1.0,282.486083984375,STANDARD,1735.7196044921875,282.486083984375,42,-3.507617129830143e-22,23,31,0
