CONIPOS,SWAT,CONBPRES,PRESSURE,DEPTH,SGAS,CONIDX,DATE,WELL,CONJPOS,CONKPOS,DRAWDOWN,WELLMODEL
17,1.0,281.0867614746094,281.0867614746094,1714.974853515625,3.4946687470921445e-13,13,2018-11-07,R_A6,42,13,0,STANDARD
17,1.0,281.2991943359375,281.2991943359375,1717.2178955078125,2.968676465677639e-13,14,2018-11-07,R_A6,42,14,0,STANDARD
17,1.0,281.5118408203125,281.5118408203125,1719.4609375,1.7371267456173928e-13,15,2018-11-07,R_A6,42,15,0,STANDARD
17,1.0,281.86962890625,281.86962890625,1721.7039794921875,3.9246760003127865e-14,16,2018-11-07,R_A6,42,16,0,STANDARD
17,1.0,282.08221435546875,282.08221435546875,1723.947021484375,7.019783517490941e-14,17,2018-11-07,R_A6,42,17,0,STANDARD
17,1.0,282.24420166015625,282.24420166015625,1725.6578369140625,5.939178863339015e-14,18,2018-11-07,R_A6,42,18,0,STANDARD
17,1.0,281.4164733886719,281.4164733886719,1727.10498046875,2.116960036088744e-12,19,2018-11-07,R_A6,42,24,0,STANDARD
17,1.0,281.9019775390625,281.9019775390625,1728.82080078125,1.2527553864064012e-12,20,2018-11-07,R_A6,42,25,0,STANDARD
17,1.0,282.57012939453125,282.57012939453125,1730.53662109375,4.140397135033139e-18,21,2018-11-07,R_A6,42,26,0,STANDARD
17,1.0,282.95977783203125,282.95977783203125,1732.2525634765625,9.709374065434147e-18,22,2018-11-07,R_A6,42,27,0,STANDARD
17,1.0,282.1267395019531,282.1267395019531,1733.9683837890625,1.1363059473391834e-13,23,2018-11-07,R_A6,42,28,0,STANDARD
