CONIDX,WELL,PRESSURE,DATE,DEPTH,CONJPOS,CONBPRES,DRAWDOWN,CONIPOS,SWAT,WELLMODEL,CONKPOS,SGAS
14,R_A6,279.1309509277344,2018-11-07,1718.267578125,42,279.1309509277344,0,17,1.0,STANDARD,14,-9.53137207018468e-15
15,R_A6,279.3451843261719,2018-11-07,1720.526611328125,42,279.3451843261719,0,17,1.0,STANDARD,15,-7.405072038955789e-15
16,R_A6,279.70513916015625,2018-11-07,1722.7855224609375,42,279.70513916015625,0,17,1.0,STANDARD,16,-2.7933782877401746e-15
17,R_A6,279.91998291015625,2018-11-07,1725.04443359375,42,279.91998291015625,0,17,1.0,STANDARD,17,-4.320062001541853e-15
18,R_A6,280.08538818359375,2018-11-07,1726.7900390625,42,280.08538818359375,0,17,1.0,STANDARD,18,-3.611704864895553e-15
19,R_A6,280.4565124511719,2018-11-07,1728.2723388671875,42,280.4565124511719,0,17,1.0,STANDARD,28,-2.6472413344767254e-16
20,R_A6,280.9171142578125,2018-11-07,1730.004638671875,42,280.9171142578125,0,17,1.0,STANDARD,29,-1.388377527196036e-16
21,R_A6,281.5014953613281,2018-11-07,1731.73681640625,42,281.5014953613281,0,17,1.0,STANDARD,30,-6.635113870088234e-22
22,R_A6,281.3863220214844,2018-11-07,1733.468994140625,42,281.3863220214844,0,17,1.0,STANDARD,31,-1.958255801629462e-18
23,R_A6,281.233154296875,2018-11-07,1735.2012939453125,42,281.233154296875,0,17,1.0,STANDARD,32,-4.43620932979129e-18
