DATE,SGAS,DEPTH,PRESSURE,CONIPOS,CONKPOS,DRAWDOWN,SWAT,CONJPOS,WELL,WELLMODEL,CONBPRES,CONIDX
2018-11-07,-1.4424607341911866e-10,1712.333984375,281.97845458984375,17,11,0,1.0,42,R_A6,STANDARD,281.97845458984375,11
2018-11-07,0.0,1714.561279296875,282.5504455566406,17,12,0,1.0,42,R_A6,STANDARD,282.5504455566406,12
2018-11-07,2.0529548547254528e-11,1716.78857421875,282.9310607910156,17,13,0,1.0,42,R_A6,STANDARD,282.9310607910156,13
2018-11-07,1.4696105443690044e-11,1719.0159912109375,283.1419372558594,17,14,0,1.0,42,R_A6,STANDARD,283.1419372558594,14
2018-11-07,1.7059813631203902e-11,1721.2432861328125,283.3528747558594,17,15,0,1.0,42,R_A6,STANDARD,283.3528747558594,15
2018-11-07,3.708456285111961e-12,1723.4705810546875,283.7091369628906,17,16,0,1.0,42,R_A6,STANDARD,283.7091369628906,16
2018-11-07,5.3058694590712996e-12,1725.6978759765625,283.92034912109375,17,17,0,1.0,42,R_A6,STANDARD,283.92034912109375,17
2018-11-07,7.32564963551452e-12,1727.60986328125,284.1015930175781,17,18,0,1.0,42,R_A6,STANDARD,284.1015930175781,18
2018-11-07,5.337654207515641e-10,1729.297607421875,284.9036865234375,17,27,0,1.0,42,R_A6,STANDARD,284.9036865234375,19
2018-11-07,1.664683113578036e-10,1731.04833984375,285.0229797363281,17,28,0,1.0,42,R_A6,STANDARD,285.0229797363281,20
2018-11-07,9.92832118601461e-13,1732.7991943359375,285.87445068359375,17,29,0,1.0,42,R_A6,STANDARD,285.87445068359375,21
2018-11-07,3.6796620006164103e-17,1734.5499267578125,286.5099182128906,17,30,0,1.0,42,R_A6,STANDARD,286.5099182128906,22
2018-11-07,6.913352811228901e-14,1736.3006591796875,285.8270263671875,17,31,0,1.0,42,R_A6,STANDARD,285.8270263671875,23
