WELL,WELLMODEL,CONIPOS,CONJPOS,CONBPRES,CONIDX,SWAT,SGAS,DRAWDOWN,CONKPOS,PRESSURE,DEPTH,DATE
R_A6,STANDARD,17,42,278.13580322265625,7,1.0,5.978115918958693e-11,0,7,278.13580322265625,1703.579345703125,2018-11-07
R_A6,STANDARD,17,42,278.2811279296875,8,1.0,5.256002230669132e-11,0,8,278.2811279296875,1705.11572265625,2018-11-07
R_A6,STANDARD,17,42,278.7228698730469,9,1.0,2.5195991126825135e-12,0,9,278.7228698730469,1706.652099609375,2018-11-07
R_A6,STANDARD,17,42,278.5263977050781,10,1.0,1.9186470467946748e-10,0,10,278.5263977050781,1708.1885986328125,2018-11-07
R_A6,STANDARD,17,42,281.5523681640625,11,1.0,-3.5626174232916696e-10,0,11,281.5523681640625,1710.07421875,2018-11-07
R_A6,STANDARD,17,42,281.7560729980469,12,1.0,-2.630713424878195e-10,0,12,281.7560729980469,1712.308837890625,2018-11-07
R_A6,STANDARD,17,42,281.989013671875,13,1.0,-1.6305422290141536e-11,0,13,281.989013671875,1714.5435791015625,2018-11-07
R_A6,STANDARD,17,42,282.2005920410156,14,1.0,-2.278984466419498e-11,0,14,282.2005920410156,1716.7783203125,2018-11-07
R_A6,STANDARD,17,42,282.4124450683594,15,1.0,-1.1955171227984174e-11,0,15,282.4124450683594,1719.0130615234375,2018-11-07
R_A6,STANDARD,17,42,282.7707214355469,16,1.0,-4.580309655860537e-12,0,16,282.7707214355469,1721.247802734375,2018-11-07
R_A6,STANDARD,17,42,282.9835510253906,17,1.0,-1.0248511241039981e-11,0,17,282.9835510253906,1723.482421875,2018-11-07
R_A6,STANDARD,17,42,283.1455078125,18,1.0,-1.0082482591877717e-11,0,18,283.1455078125,1725.1925048828125,2018-11-07
R_A6,STANDARD,17,42,282.24237060546875,19,1.0,2.2812478902428657e-12,0,25,282.24237060546875,1726.6402587890625,2018-11-07
R_A6,STANDARD,17,42,282.7237548828125,20,1.0,1.4110092217897718e-12,0,26,282.7237548828125,1728.350341796875,2018-11-07
R_A6,STANDARD,17,42,283.5187683105469,21,1.0,5.459276237564225e-18,0,27,283.5187683105469,1730.060302734375,2018-11-07
R_A6,STANDARD,17,42,283.8292236328125,22,1.0,3.080380276092613e-19,0,28,283.8292236328125,1731.7703857421875,2018-11-07
R_A6,STANDARD,17,42,282.9188232421875,23,1.0,-4.960519283070354e-16,0,29,282.9188232421875,1733.48046875,2018-11-07
