CONIPOS,SWAT,DRAWDOWN,CONBPRES,SGAS,WELL,PRESSURE,CONIDX,CONJPOS,DATE,CONKPOS,WELLMODEL,DEPTH
17,1.0,0,279.3851623535156,-4.457292174242511e-12,R_A6,279.3851623535156,14,42,2018-11-07,14,STANDARD,1717.179931640625
17,1.0,0,279.5990295410156,-2.8747126207262497e-12,R_A6,279.5990295410156,15,42,2018-11-07,15,STANDARD,1719.4298095703125
17,1.0,0,279.9585876464844,-7.742551174846901e-13,R_A6,279.9585876464844,16,42,2018-11-07,16,STANDARD,1721.6795654296875
17,1.0,0,280.1729431152344,-1.5111865751815667e-12,R_A6,280.1729431152344,17,42,2018-11-07,17,STANDARD,1723.929443359375
17,1.0,0,280.3343811035156,-1.16033549955874e-12,R_A6,280.3343811035156,18,42,2018-11-07,18,STANDARD,1725.6295166015625
17,1.0,0,281.01385498046875,3.2393060673055474e-13,R_A6,281.01385498046875,19,42,2018-11-07,24,STANDARD,1727.0631103515625
17,1.0,0,281.54241943359375,9.877995909299622e-14,R_A6,281.54241943359375,20,42,2018-11-07,25,STANDARD,1728.7801513671875
17,1.0,0,282.29052734375,7.43160403577444e-18,R_A6,282.29052734375,21,42,2018-11-07,26,STANDARD,1730.497314453125
17,1.0,0,282.13470458984375,1.9934260737091447e-18,R_A6,282.13470458984375,22,42,2018-11-07,27,STANDARD,1732.214599609375
17,1.0,0,281.4749755859375,8.720775409826827e-16,R_A6,281.4749755859375,23,42,2018-11-07,28,STANDARD,1733.9317626953125
