WELL,SGAS,SWAT,CONIPOS,CONIDX,DEPTH,CONKPOS,DRAWDOWN,WELLMODEL,CONJPOS,PRESSURE,CONBPRES,DATE
R_A6,-4.9487789829049354e-15,1.0,17,14,1717.9068603515625,14,0,STANDARD,42,275.9981689453125,275.9981689453125,2018-11-07
R_A6,-3.791788728163027e-15,1.0,17,15,1720.190673828125,15,0,STANDARD,42,276.226806640625,276.226806640625,2018-11-07
R_A6,-8.321709071617764e-16,1.0,17,16,1722.474365234375,16,0,STANDARD,42,276.6333312988281,276.6333312988281,2018-11-07
R_A6,-1.0791023988683231e-15,1.0,17,17,1724.7581787109375,17,0,STANDARD,42,276.89520263671875,276.89520263671875,2018-11-07
R_A6,-1.0597752245943481e-15,1.0,17,18,1726.394287109375,18,0,STANDARD,42,277.0666809082031,277.0666809082031,2018-11-07
R_A6,-5.6347579326012504e-14,1.0,17,19,1727.7508544921875,27,0,STANDARD,42,277.09368896484375,277.09368896484375,2018-11-07
R_A6,2.5877898389143998e-14,1.0,17,20,1729.4755859375,28,0,STANDARD,42,277.7093811035156,277.7093811035156,2018-11-07
R_A6,1.5340024172791344e-13,1.0,17,21,1731.2001953125,29,0,STANDARD,42,277.9433288574219,277.9433288574219,2018-11-07
R_A6,4.758375085275074e-19,1.0,17,22,1732.9249267578125,30,0,STANDARD,42,278.3818359375,278.3818359375,2018-11-07
R_A6,-1.4808173879276264e-14,1.0,17,23,1734.649658203125,31,0,STANDARD,42,277.6578674316406,277.6578674316406,2018-11-07
