SGAS,PRESSURE,CONBPRES,DATE,CONIPOS,CONKPOS,SWAT,CONJPOS,CONIDX,WELLMODEL,DRAWDOWN,DEPTH,WELL
-3.902846362063839e-12,280.7765197753906,280.7765197753906,2018-11-07,17,14,1.0,42,14,STANDARD,0,1717.31982421875,R_A6
-2.085365734261213e-12,280.9916687011719,280.9916687011719,2018-11-07,17,15,1.0,42,15,STANDARD,0,1719.588623046875,R_A6
-8.183503245710877e-13,281.35205078125,281.35205078125,2018-11-07,17,16,1.0,42,16,STANDARD,0,1721.857421875,R_A6
-1.4413924697906366e-12,281.5672607421875,281.5672607421875,2018-11-07,17,17,1.0,42,17,STANDARD,0,1724.126220703125,R_A6
-1.2929774438619202e-12,281.72265625,281.72265625,2018-11-07,17,18,1.0,42,18,STANDARD,0,1725.7669677734375,R_A6
2.3821374560417663e-13,281.41668701171875,281.41668701171875,2018-11-07,17,26,1.0,42,19,STANDARD,0,1727.132080078125,R_A6
1.5171654351667924e-13,281.8876953125,281.8876953125,2018-11-07,17,27,1.0,42,20,STANDARD,0,1728.849365234375,R_A6
-8.316885530209856e-20,282.775146484375,282.775146484375,2018-11-07,17,28,1.0,42,21,STANDARD,0,1730.56689453125,R_A6
-5.621611208259581e-20,283.0516357421875,283.0516357421875,2018-11-07,17,29,1.0,42,22,STANDARD,0,1732.2843017578125,R_A6
1.5514578393220906e-15,282.0357360839844,282.0357360839844,2018-11-07,17,30,1.0,42,23,STANDARD,0,1734.001708984375,R_A6
