WELLMODEL,CONJPOS,DRAWDOWN,PRESSURE,CONIDX,CONIPOS,CONBPRES,CONKPOS,WELL,SWAT,DATE,DEPTH,SGAS
STANDARD,42,0,275.50286865234375,14,17,275.50286865234375,14,R_A6,1.0,2018-11-07,1717.9068603515625,-3.4396390684463473e-16
STANDARD,42,0,275.7331237792969,15,17,275.7331237792969,15,R_A6,1.0,2018-11-07,1720.190673828125,-2.1817654956205574e-16
STANDARD,42,0,276.1438293457031,16,17,276.1438293457031,16,R_A6,1.0,2018-11-07,1722.474365234375,-6.339890070710218e-17
STANDARD,42,0,276.4098205566406,17,17,276.4098205566406,17,R_A6,1.0,2018-11-07,1724.7581787109375,-5.3487609372602005e-17
STANDARD,42,0,276.582763671875,18,17,276.582763671875,18,R_A6,1.0,2018-11-07,1726.394287109375,-4.915037054874146e-17
STANDARD,42,0,276.6148681640625,19,17,276.6148681640625,27,R_A6,1.0,2018-11-07,1727.7508544921875,-4.712782051272731e-15
STANDARD,42,0,277.24334716796875,20,17,277.24334716796875,28,R_A6,1.0,2018-11-07,1729.4755859375,-2.556028009216495e-15
STANDARD,42,0,277.4851989746094,21,17,277.4851989746094,29,R_A6,1.0,2018-11-07,1731.2001953125,-1.848752321885602e-15
STANDARD,42,0,277.91436767578125,22,17,277.91436767578125,30,R_A6,1.0,2018-11-07,1732.9249267578125,-4.847218208940005e-21
STANDARD,42,0,277.182373046875,23,17,277.182373046875,31,R_A6,1.0,2018-11-07,1734.649658203125,-2.1849991762455987e-16
