CONJPOS,PRESSURE,CONIPOS,SWAT,CONIDX,CONBPRES,WELL,WELLMODEL,SGAS,DRAWDOWN,DATE,CONKPOS,DEPTH
42,276.4579772949219,17,1.0,12,276.4579772949219,R_A6,STANDARD,-8.659525462147155e-13,0,2018-11-07,12,1712.5220947265625
42,276.6894226074219,17,1.0,13,276.6894226074219,R_A6,STANDARD,-6.377283954823315e-14,0,2018-11-07,13,1714.8399658203125
42,276.9090270996094,17,1.0,14,276.9090270996094,R_A6,STANDARD,-4.24791834195172e-14,0,2018-11-07,14,1717.1578369140625
42,277.1302185058594,17,1.0,15,277.1302185058594,R_A6,STANDARD,-2.9441299929672954e-14,0,2018-11-07,15,1719.4757080078125
42,277.5062561035156,17,1.0,16,277.5062561035156,R_A6,STANDARD,-4.516386874539981e-15,0,2018-11-07,16,1721.793701171875
42,277.7376708984375,17,1.0,17,277.7376708984375,R_A6,STANDARD,-3.8833627306401105e-15,0,2018-11-07,17,1724.111572265625
42,277.8804626464844,17,1.0,18,277.8804626464844,R_A6,STANDARD,-3.9391008867012325e-15,0,2018-11-07,18,1725.59716796875
42,279.0221862792969,17,1.0,19,279.0221862792969,R_A6,STANDARD,-3.5245313573981335e-16,0,2018-11-07,26,1726.7818603515625
42,279.5561828613281,17,1.0,20,279.5561828613281,R_A6,STANDARD,-6.990881212789451e-17,0,2018-11-07,27,1728.497802734375
42,279.77386474609375,17,1.0,21,279.77386474609375,R_A6,STANDARD,2.3478659351529104e-18,0,2018-11-07,28,1730.2138671875
42,280.2728271484375,17,1.0,22,280.2728271484375,R_A6,STANDARD,-2.3057386944586802e-21,0,2018-11-07,29,1731.9298095703125
42,279.579833984375,17,1.0,23,279.579833984375,R_A6,STANDARD,-1.2189598204377433e-15,0,2018-11-07,30,1733.6458740234375
