SGAS,WELLMODEL,CONKPOS,DEPTH,WELL,CONJPOS,CONIDX,CONIPOS,PRESSURE,DRAWDOWN,DATE,SWAT,CONBPRES
6.169447057039054e-15,STANDARD,9,1707.0252685546875,R_A6,42,9,17,277.9346008300781,0,2018-11-07,1.0,277.9346008300781
4.4780618015799467e-13,STANDARD,10,1708.5595703125,R_A6,42,10,17,277.88385009765625,0,2018-11-07,1.0,277.88385009765625
-1.3577532923924468e-13,STANDARD,11,1710.483154296875,R_A6,42,11,17,281.8637390136719,0,2018-11-07,1.0,281.8637390136719
-4.691059891340395e-14,STANDARD,12,1712.7960205078125,R_A6,42,12,17,282.1195373535156,0,2018-11-07,1.0,282.1195373535156
-3.4667521166319246e-15,STANDARD,13,1715.10888671875,R_A6,42,13,17,282.4905090332031,0,2018-11-07,1.0,282.4905090332031
-2.8504378151990133e-15,STANDARD,14,1717.421875,R_A6,42,14,17,282.71051025390625,0,2018-11-07,1.0,282.71051025390625
-1.8466482920446222e-15,STANDARD,15,1719.7347412109375,R_A6,42,15,17,282.94134521484375,0,2018-11-07,1.0,282.94134521484375
-5.827377565850733e-16,STANDARD,16,1722.047607421875,R_A6,42,16,17,283.3479309082031,0,2018-11-07,1.0,283.3479309082031
-7.799303618981042e-16,STANDARD,17,1724.360595703125,R_A6,42,17,17,283.6090393066406,0,2018-11-07,1.0,283.6090393066406
-5.244869831650398e-16,STANDARD,18,1725.838134765625,R_A6,42,18,17,283.76348876953125,0,2018-11-07,1.0,283.76348876953125
-1.1469042946257724e-14,STANDARD,26,1727.0128173828125,R_A6,42,19,17,284.0592956542969,0,2018-11-07,1.0,284.0592956542969
-3.2829413083965316e-15,STANDARD,27,1728.719970703125,R_A6,42,20,17,284.652587890625,0,2018-11-07,1.0,284.652587890625
-5.420369959011507e-21,STANDARD,28,1730.4273681640625,R_A6,42,21,17,285.3718566894531,0,2018-11-07,1.0,285.3718566894531
-1.4234568671171104e-21,STANDARD,29,1732.1346435546875,R_A6,42,22,17,285.4767761230469,0,2018-11-07,1.0,285.4767761230469
-3.605925962760576e-18,STANDARD,30,1733.841796875,R_A6,42,23,17,284.5808410644531,0,2018-11-07,1.0,284.5808410644531
