DATE,WELL,DRAWDOWN,CONBPRES,PRESSURE,SGAS,CONIDX,WELLMODEL,CONIPOS,CONKPOS,SWAT,DEPTH,CONJPOS
2018-11-07,R_A6,0,275.77301025390625,275.77301025390625,7.095898660460865e-15,14,STANDARD,17,14,1.0,1718.267578125,42
2018-11-07,R_A6,0,275.9833679199219,275.9833679199219,5.209624896594265e-15,15,STANDARD,17,15,1.0,1720.526611328125,42
2018-11-07,R_A6,0,276.3238830566406,276.3238830566406,1.6111583096313498e-15,16,STANDARD,17,16,1.0,1722.7855224609375,42
2018-11-07,R_A6,0,276.5181884765625,276.5181884765625,1.952203420349085e-15,17,STANDARD,17,17,1.0,1725.04443359375,42
2018-11-07,R_A6,0,276.6772155761719,276.6772155761719,1.4417694019932636e-15,18,STANDARD,17,18,1.0,1726.7900390625,42
2018-11-07,R_A6,0,276.6482849121094,276.6482849121094,2.7302118899008576e-13,19,STANDARD,17,28,1.0,1728.2723388671875,42
2018-11-07,R_A6,0,277.07489013671875,277.07489013671875,1.3864072650332515e-13,20,STANDARD,17,29,1.0,1730.004638671875,42
2018-11-07,R_A6,0,277.5804443359375,277.5804443359375,1.4093207559609498e-18,21,STANDARD,17,30,1.0,1731.73681640625,42
2018-11-07,R_A6,0,277.5295104980469,277.5295104980469,1.1189224765099318e-15,22,STANDARD,17,31,1.0,1733.468994140625,42
2018-11-07,R_A6,0,277.3645935058594,277.3645935058594,2.6348829649576076e-15,23,STANDARD,17,32,1.0,1735.2012939453125,42
