Well,MD,x,y,TVD,Block,Deactivated,IsochoreThicknessTrend,IsochoreThickness,DistanceToTop,TopUncertainty(SD),Top-t-value,ConstraintNeededForTop,ConstraintLostForTop,DistanceToBase,BaseUncertainty(SD),Base-t-value,ConstraintNeededForBase,ConstraintLostForBase,ZoneReportedInWell,ZoneCalculated,ZoneMatch
OP_2,3090.15,460547.35,5935180.03,1194.02,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,418.03,4.32,96.69, N,N,0,0,Y
OP_2,3117.88,460540.70,5935204.41,1205.43,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,403.42,4.32,93.34, N,N,0,0,Y
OP_2,3145.56,460534.08,5935228.58,1217.19,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,389.72,4.32,90.18, N,N,0,0,Y
OP_2,3173.69,460527.34,5935252.96,1229.51,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,376.33,4.32,87.09, N,N,0,0,Y
OP_2,3201.75,460520.59,5935277.08,1242.15,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,364.39,4.32,84.32, N,N,0,0,Y
OP_2,3230.24,460513.68,5935301.37,1255.33,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,351.50,4.32,81.34, N,N,0,0,Y
OP_2,3259.13,460506.58,5935325.78,1269.05,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,338.14,4.32,78.24, N,N,0,0,Y
OP_2,3287.91,460499.40,5935349.87,1283.07,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,324.65,4.32,75.12, N,N,0,0,Y
OP_2,3317.07,460491.98,5935374.03,1297.61,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,311.47,4.30,72.39, N,N,0,0,Y
OP_2,3346.59,460484.28,5935398.23,1312.66,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,297.94,4.20,70.94, N,N,0,0,Y
OP_2,3375.94,460476.41,5935422.02,1327.96,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,283.83,4.08,69.56, N,N,0,0,Y
OP_2,3405.63,460468.20,5935445.78,1343.75,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,268.87,3.95,68.01, N,N,0,0,Y
OP_2,3435.61,460459.62,5935469.46,1360.01,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,252.84,3.82,66.22, N,N,0,0,Y
OP_2,3465.88,460450.61,5935493.02,1376.74,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,236.20,3.68,64.25, N,N,0,0,Y
OP_2,3496.41,460441.13,5935516.41,1393.91,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,219.34,3.53,62.22, N,N,0,0,Y
OP_2,3527.17,460431.14,5935539.58,1411.51,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,202.33,3.37,60.12, N,N,0,0,Y
OP_2,3558.16,460420.58,5935562.48,1429.52,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,185.20,3.20,57.96, N,N,0,0,Y
OP_2,3589.35,460409.40,5935585.05,1447.91,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,167.83,3.01,55.70, N,N,0,0,Y
OP_2,3620.72,460397.53,5935607.23,1466.66,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,150.08,2.82,53.27, N,N,0,0,Y
OP_2,3652.27,460384.91,5935628.96,1485.73,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,131.97,2.60,50.68, N,N,0,0,Y
OP_2,3683.98,460371.48,5935650.18,1505.10,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,113.55,2.37,47.91, N,N,0,0,Y
OP_2,3715.86,460357.16,5935670.81,1524.72,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,95.33,2.11,45.21, N,N,0,0,Y
OP_2,3747.90,460341.87,5935690.78,1544.57,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,77.26,1.81,42.74, N,N,0,0,Y
OP_2,3780.27,460325.76,5935709.98,1565.04,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,58.77,1.44,40.76, N,N,0,0,Y
OP_2,3818.58,460309.83,5935729.36,1593.83,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,32.50,0.92,35.31, N,N,0,0,Y
OP_2,3901.48,460292.56,5935757.33,1669.72,-,-,-999.00,-999.00,-0.01,1.05,-0.01,WY,N,-999.00,-999.00,-999.00,-999.00,-999.00,4,3,N
OP_3,0.00,461809.59,5932990.36,0.00,-,D,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,1657.42,4.34,382.10, N,N,0,0,Y
OP_3,40.15,461824.93,5932977.60,34.85,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,1623.32,4.34,373.94, N,N,0,0,Y
OP_3,90.45,461844.17,5932961.59,78.47,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,1580.68,4.34,364.05, N,N,0,0,Y
OP_3,140.68,461863.45,5932945.55,121.99,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,1538.04,4.34,354.20, N,N,0,0,Y
OP_3,190.78,461882.78,5932929.46,165.32,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,1495.52,4.34,344.39, N,N,0,0,Y
OP_3,240.72,461902.18,5932913.30,208.40,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,1453.22,4.34,334.62, N,N,0,0,Y
OP_3,289.89,461921.46,5932897.23,250.70,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,1411.74,4.34,325.05, N,N,0,0,Y
OP_3,338.83,461940.84,5932881.07,292.62,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,1370.77,4.34,315.58, N,N,0,0,Y
OP_3,386.94,461960.12,5932864.97,333.65,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,1330.69,4.34,306.33, N,N,0,0,Y
OP_3,434.19,461979.33,5932848.92,373.74,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,1291.45,4.34,297.44, N,N,0,0,Y
OP_3,481.11,461998.68,5932832.73,413.29,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,1252.64,4.34,288.75, N,N,0,0,Y
OP_3,527.13,462017.98,5932816.57,451.81,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,1214.86,4.33,280.44, N,N,0,0,Y
OP_3,572.23,462037.24,5932800.42,489.26,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,1178.08,4.32,272.55, N,N,0,0,Y
OP_3,616.40,462056.46,5932784.29,525.61,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,1142.41,4.31,265.01, N,N,0,0,Y
OP_3,659.62,462075.65,5932768.16,560.82,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,1107.91,4.30,257.78, N,N,0,0,Y
OP_3,701.91,462094.82,5932752.02,594.88,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,1074.51,4.28,250.84, N,N,0,0,Y
OP_3,743.24,462113.97,5932735.87,627.76,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,1042.15,4.27,244.11, N,N,0,0,Y
OP_3,783.64,462133.12,5932719.71,659.44,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,1010.72,4.25,237.57, N,N,0,0,Y
OP_3,823.10,462152.26,5932703.53,689.92,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,980.37,4.24,231.29, N,N,0,0,Y
OP_3,861.63,462171.40,5932687.32,719.17,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,951.24,4.22,225.24, N,N,0,0,Y
OP_3,899.25,462190.54,5932671.08,747.19,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,923.35,4.21,219.42, N,N,0,0,Y
OP_3,935.97,462209.68,5932654.83,773.98,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,896.51,4.19,213.83, N,N,0,0,Y
OP_3,971.81,462228.83,5932638.54,799.52,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,870.71,4.18,208.40, N,N,0,0,Y
OP_3,1006.79,462247.97,5932622.22,823.82,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,846.03,4.16,203.17, N,N,0,0,Y
OP_3,1040.94,462267.13,5932605.88,846.89,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,822.61,4.15,198.19, N,N,0,0,Y
OP_3,1074.27,462286.29,5932589.50,868.71,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,800.48,4.14,193.40, N,N,0,0,Y
OP_3,1106.83,462305.45,5932573.11,889.31,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,779.63,4.13,188.84, N,N,0,0,Y
OP_3,1138.65,462324.60,5932556.68,908.68,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,760.00,4.12,184.49, N,N,0,0,Y
OP_3,1169.74,462343.75,5932540.24,926.84,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,741.60,4.11,180.33, N,N,0,0,Y
OP_3,1200.16,462362.90,5932523.79,943.80,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,724.45,4.11,176.37, N,N,0,0,Y
OP_3,1229.93,462382.03,5932507.32,959.58,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,708.56,4.10,172.64, N,N,0,0,Y
OP_3,1259.09,462401.14,5932490.84,974.19,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,693.91,4.10,169.10, N,N,0,0,Y
OP_3,1287.68,462420.23,5932474.35,987.65,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,680.39,4.10,165.75, N,N,0,0,Y
OP_3,1315.73,462439.29,5932457.87,999.98,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,667.63,4.11,162.53, N,N,0,0,Y
OP_3,1343.29,462458.32,5932441.40,1011.19,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,655.76,4.11,159.43, N,N,0,0,Y
OP_3,1370.38,462477.31,5932424.94,1021.32,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,644.98,4.12,156.54, N,N,0,0,Y
OP_3,1397.05,462496.24,5932408.51,1030.39,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,635.30,4.13,153.87, N,N,0,0,Y
OP_3,1423.32,462515.13,5932392.10,1038.42,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,626.72,4.14,151.41, N,N,0,0,Y
OP_3,1449.69,462534.27,5932375.44,1045.55,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,619.10,4.15,149.14, N,N,0,0,Y
OP_3,1475.73,462553.36,5932358.81,1051.66,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,612.57,4.16,147.11, N,N,0,0,Y
OP_3,1501.47,462572.37,5932342.23,1056.79,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,607.18,4.18,145.32, N,N,0,0,Y
OP_3,1526.95,462591.31,5932325.70,1060.96,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,602.86,4.19,143.78, N,N,0,0,Y
OP_3,1552.19,462610.16,5932309.22,1064.20,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,599.59,4.21,142.49, N,N,0,0,Y
OP_3,1577.69,462629.25,5932292.51,1066.58,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,597.34,4.22,141.43, N,N,0,0,Y
OP_3,1602.99,462648.26,5932275.87,1068.06,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,596.06,4.24,140.60, N,N,0,0,Y
OP_3,1628.13,462667.15,5932259.30,1068.68,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,595.58,4.25,139.98, N,N,0,0,Y
OP_3,1653.60,462686.29,5932242.50,1068.47,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,595.89,4.27,139.55, N,N,0,0,Y
OP_3,1678.95,462705.32,5932225.78,1067.42,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,597.04,4.28,139.34, N,N,0,0,Y
OP_3,1704.18,462724.21,5932209.16,1065.58,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,599.11,4.30,139.36, N,N,0,0,Y
OP_3,1729.81,462743.35,5932192.32,1062.93,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,602.10,4.31,139.61, N,N,0,0,Y
OP_3,1755.25,462762.27,5932175.66,1059.55,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,605.78,4.33,140.04, N,N,0,0,Y
OP_3,1780.63,462781.20,5932159.21,1055.66,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,609.84,4.34,140.63, N,N,0,0,Y
OP_3,1806.38,462800.68,5932142.88,1051.52,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,613.95,4.34,141.34, N,N,0,0,Y
OP_3,1831.91,462820.44,5932127.23,1047.54,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,617.74,4.34,142.19, N,N,0,0,Y
OP_3,1857.46,462840.70,5932112.12,1043.79,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,621.31,4.34,143.02, N,N,0,0,Y
OP_3,1882.88,462861.28,5932097.62,1040.28,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,624.65,4.34,143.79, N,N,0,0,Y
OP_3,1908.12,462882.10,5932083.71,1037.03,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,627.75,4.34,144.51, N,N,0,0,Y
OP_3,1933.65,462903.50,5932070.13,1033.99,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,630.65,4.34,145.18, N,N,0,0,Y
OP_3,1958.98,462925.04,5932057.11,1031.23,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,633.35,4.34,145.80, N,N,0,0,Y
OP_3,1984.54,462947.08,5932044.40,1028.70,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,635.92,4.34,146.39, N,N,0,0,Y
OP_3,2009.85,462969.15,5932032.22,1026.45,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,638.33,4.34,146.94, N,N,0,0,Y
OP_3,2035.36,462991.64,5932020.33,1024.46,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,640.59,4.34,147.46, N,N,0,0,Y
OP_3,2060.57,463014.07,5932008.96,1022.77,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,642.58,4.34,147.91, N,N,0,0,Y
OP_3,2085.96,463036.85,5931997.86,1021.34,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,644.15,4.34,148.27, N,N,0,0,Y
OP_3,2110.99,463059.50,5931987.25,1020.22,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,645.22,4.34,148.52, N,N,0,0,Y
OP_3,2136.16,463082.42,5931976.89,1019.39,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,645.93,4.34,148.69, N,N,0,0,Y
OP_3,2161.44,463105.60,5931966.80,1018.85,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,646.26,4.34,148.76, N,N,0,0,Y
OP_3,2186.83,463129.01,5931956.97,1018.62,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,646.24,4.34,148.76, N,N,0,0,Y
OP_3,2212.31,463152.61,5931947.39,1018.72,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,645.77,4.34,148.66, N,N,0,0,Y
OP_3,2237.35,463175.92,5931938.26,1019.14,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,644.95,4.34,148.48, N,N,0,0,Y
OP_3,2262.44,463199.37,5931929.37,1019.90,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,643.85,4.34,148.23, N,N,0,0,Y
OP_3,2287.57,463222.94,5931920.72,1021.00,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,642.44,4.34,147.91, N,N,0,0,Y
OP_3,2312.73,463246.61,5931912.31,1022.47,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,640.80,4.34,147.53, N,N,0,0,Y
OP_3,2337.90,463270.34,5931904.14,1024.30,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,638.81,4.34,147.08, N,N,0,0,Y
OP_3,2363.06,463294.12,5931896.21,1026.52,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,636.45,4.34,146.53, N,N,0,0,Y
OP_3,2388.22,463317.93,5931888.51,1029.13,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,633.67,4.34,145.89, N,N,0,0,Y
OP_3,2413.85,463342.21,5931880.90,1032.21,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,630.32,4.34,145.13, N,N,0,0,Y
OP_3,2439.45,463366.47,5931873.53,1035.74,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,626.52,4.34,144.25, N,N,0,0,Y
OP_3,2464.99,463390.66,5931866.40,1039.71,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,622.22,4.34,143.27, N,N,0,0,Y
OP_3,2490.46,463414.78,5931859.51,1044.14,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,617.32,4.34,142.20, N,N,0,0,Y
OP_3,2516.36,463439.27,5931852.73,1049.15,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,611.29,4.32,141.47, N,N,0,0,Y
OP_3,2542.17,463463.62,5931846.19,1054.67,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,604.19,4.27,141.46, N,N,0,0,Y
OP_3,2568.38,463488.27,5931839.77,1060.84,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,596.55,4.22,141.49, N,N,0,0,Y
OP_3,2594.47,463512.72,5931833.61,1067.56,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,588.31,4.16,141.52, N,N,0,0,Y
OP_3,2620.94,463537.40,5931827.58,1075.00,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,579.00,4.09,141.48, N,N,0,0,Y
OP_3,2647.28,463561.80,5931821.81,1083.04,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,568.91,4.02,141.41, N,N,0,0,Y
OP_3,2673.97,463586.35,5931816.19,1091.88,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,558.03,3.95,141.34, N,N,0,0,Y
OP_3,2701.01,463611.00,5931810.74,1101.56,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,546.28,3.87,141.26, N,N,0,0,Y
OP_3,2728.39,463635.69,5931805.46,1112.15,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,533.33,3.78,141.11, N,N,0,0,Y
OP_3,2756.09,463660.36,5931800.38,1123.69,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,519.27,3.69,140.91, N,N,0,0,Y
OP_3,2784.13,463684.94,5931795.49,1136.25,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,504.22,3.58,140.71, N,N,0,0,Y
OP_3,2812.98,463709.78,5931790.75,1150.12,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,487.95,3.47,140.48, N,N,0,0,Y
OP_3,2842.17,463734.38,5931786.24,1165.18,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,471.20,3.36,140.42, N,N,0,0,Y
OP_3,2872.18,463759.02,5931781.92,1181.76,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,453.40,3.23,140.48, N,N,0,0,Y
OP_3,2903.53,463783.97,5931777.75,1200.27,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,433.67,3.09,140.45, N,N,0,0,Y
OP_3,2935.76,463808.67,5931773.84,1220.60,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,412.17,2.94,140.38, N,N,0,0,Y
OP_3,2969.90,463833.65,5931770.11,1243.55,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,388.33,2.77,140.26, N,N,0,0,Y
OP_3,3006.02,463858.61,5931766.63,1269.41,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,362.01,2.58,140.09, N,N,0,0,Y
OP_3,3044.74,463883.54,5931763.43,1298.87,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,332.03,2.38,139.76, N,N,0,0,Y
OP_3,3087.27,463908.53,5931760.55,1333.15,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,297.38,2.14,138.70, N,N,0,0,Y
OP_3,3135.46,463933.61,5931758.05,1374.20,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,256.09,1.87,136.71, N,N,0,0,Y
OP_3,3192.56,463958.71,5931756.08,1425.42,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,204.98,1.54,132.75, N,N,0,0,Y
OP_3,3266.95,463983.83,5931754.97,1495.38,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,135.12,1.14,118.28, N,N,0,0,Y
OP_3,3459.00,464013.04,5931757.87,1684.69,-,-,-999.00,-999.00,11.53,1.20,9.59, N,N,-999.00,-999.00,-999.00,-999.00,-999.00,4,4,Y
OP_4,0.00,461809.59,5932990.36,0.00,-,D,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,1657.42,4.34,382.10, N,N,0,0,Y
OP_4,98.41,461791.53,5933005.08,95.61,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,1560.97,4.31,361.91, N,N,0,0,Y
OP_4,200.91,461772.09,5933020.93,195.00,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,1460.67,4.28,341.23, N,N,0,0,Y
OP_4,297.27,461752.61,5933036.81,288.02,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,1366.71,4.24,322.05, N,N,0,0,Y
OP_4,385.61,461733.15,5933052.68,372.71,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,1281.05,4.20,304.81, N,N,0,0,Y
OP_4,465.37,461713.74,5933068.50,448.44,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,1204.45,4.16,289.66, N,N,0,0,Y
OP_4,537.23,461694.34,5933084.32,515.79,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,1136.37,4.11,276.54, N,N,0,0,Y
OP_4,601.94,461674.93,5933100.14,575.45,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,1076.06,4.06,265.31, N,N,0,0,Y
OP_4,660.29,461655.53,5933115.96,628.15,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,1022.74,4.00,255.84, N,N,0,0,Y
OP_4,713.51,461635.98,5933131.89,675.01,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,975.30,3.93,247.96, N,N,0,0,Y
OP_4,762.08,461616.39,5933147.86,716.48,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,933.28,3.86,241.55, N,N,0,0,Y
OP_4,806.95,461596.81,5933163.83,753.56,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,895.70,3.79,236.47, N,N,0,0,Y
OP_4,849.19,461577.32,5933179.72,787.50,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,861.20,3.71,232.43, N,N,0,0,Y
OP_4,890.06,461557.74,5933195.68,819.62,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,828.49,3.62,229.13, N,N,0,0,Y
OP_4,929.72,461538.28,5933211.54,850.33,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,797.21,3.52,226.56, N,N,0,0,Y
OP_4,969.29,461518.67,5933227.53,880.75,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,766.21,3.41,224.57, N,N,0,0,Y
OP_4,1008.87,461499.07,5933243.51,911.19,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,734.94,3.30,222.96, N,N,0,0,Y
OP_4,1048.55,461479.66,5933259.34,941.97,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,703.62,3.17,221.94, N,N,0,0,Y
OP_4,1089.37,461460.18,5933275.22,974.14,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,671.00,3.03,221.27, N,N,0,0,Y
OP_4,1131.61,461440.73,5933291.08,1008.11,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,636.67,2.88,220.89, N,N,0,0,Y
OP_4,1176.03,461421.20,5933307.00,1044.69,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,599.81,2.71,221.02, N,N,0,0,Y
OP_4,1222.86,461401.80,5933322.81,1084.26,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,559.89,2.53,221.32, N,N,0,0,Y
OP_4,1273.71,461382.32,5933338.69,1128.46,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,515.34,2.32,221.91, N,N,0,0,Y
OP_4,1330.04,461362.84,5933354.57,1178.86,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,464.66,2.08,223.41, N,N,0,0,Y
OP_4,1394.54,461343.42,5933370.40,1238.28,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,404.99,1.81,224.14, N,N,0,0,Y
OP_4,1473.20,461324.03,5933386.21,1312.84,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,330.30,1.47,225.04, N,N,0,0,Y
OP_4,1582.91,461304.61,5933402.04,1419.60,-,-,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,223.61,0.98,228.80, N,N,0,0,Y
