CONIDX,SGAS,PRESSURE,CONIPOS,SWAT,CONBPRES,WELL,CONJPOS,DATE,DEPTH,CONKPOS,DRAWDOWN,WELLMODEL
11,-1.388370807209327e-10,277.0455627441406,17,1.0,277.0455627441406,R_A6,42,2018-11-07,1709.49169921875,11,0,STANDARD
12,-5.85630016702865e-11,277.26824951171875,17,1.0,277.26824951171875,R_A6,42,2018-11-07,1711.8436279296875,12,0,STANDARD
13,-5.446182133744815e-12,277.50299072265625,17,1.0,277.50299072265625,R_A6,42,2018-11-07,1714.195556640625,13,0,STANDARD
14,-3.3747729003691385e-12,277.7257995605469,17,1.0,277.7257995605469,R_A6,42,2018-11-07,1716.54736328125,14,0,STANDARD
15,-2.78381527898941e-12,277.9503173828125,17,1.0,277.9503173828125,R_A6,42,2018-11-07,1718.8992919921875,15,0,STANDARD
16,-8.566124697594046e-13,278.32049560546875,17,1.0,278.32049560546875,R_A6,42,2018-11-07,1721.251220703125,16,0,STANDARD
17,-1.1506517310147513e-12,278.5443115234375,17,1.0,278.5443115234375,R_A6,42,2018-11-07,1723.596435546875,17,0,STANDARD
18,-1.4215837708386747e-12,278.67022705078125,17,1.0,278.67022705078125,R_A6,42,2018-11-07,1724.9241943359375,18,0,STANDARD
19,8.699418681083759e-14,281.5288391113281,17,1.0,281.5288391113281,R_A6,42,2018-11-07,1725.9345703125,24,0,STANDARD
20,3.423482878477449e-14,281.9953918457031,17,1.0,281.9953918457031,R_A6,42,2018-11-07,1727.63818359375,25,0,STANDARD
21,2.9943739134084706e-19,282.8714599609375,17,1.0,282.8714599609375,R_A6,42,2018-11-07,1729.342041015625,26,0,STANDARD
22,1.1302184884557708e-19,283.12542724609375,17,1.0,283.12542724609375,R_A6,42,2018-11-07,1731.0458984375,27,0,STANDARD
23,1.2573153781135493e-15,282.1485900878906,17,1.0,282.1485900878906,R_A6,42,2018-11-07,1732.7496337890625,28,0,STANDARD
