CONKPOS,WELL,CONIDX,CONIPOS,DEPTH,PRESSURE,CONJPOS,CONBPRES,DRAWDOWN,DATE,WELLMODEL,SGAS,SWAT
10,R_A6,10,17,1707.875732421875,278.69256591796875,42,278.69256591796875,0,2018-11-07,STANDARD,6.107232081165037e-11,1.0
11,R_A6,11,17,1709.805908203125,279.3174743652344,42,279.3174743652344,0,2018-11-07,STANDARD,2.7375304800791866e-10,1.0
12,R_A6,12,17,1712.1337890625,279.537841796875,42,279.537841796875,0,2018-11-07,STANDARD,1.0499874580904844e-10,1.0
13,R_A6,13,17,1714.4615478515625,279.770263671875,42,279.770263671875,0,2018-11-07,STANDARD,1.2206691386851265e-11,1.0
14,R_A6,14,17,1716.789306640625,279.9906921386719,42,279.9906921386719,0,2018-11-07,STANDARD,8.760176611888326e-12,1.0
15,R_A6,15,17,1719.1170654296875,280.2115478515625,42,280.2115478515625,0,2018-11-07,STANDARD,5.918890377820674e-12,1.0
16,R_A6,16,17,1721.44482421875,280.57757568359375,42,280.57757568359375,0,2018-11-07,STANDARD,2.2960990747611376e-12,1.0
17,R_A6,17,17,1723.7725830078125,280.7984313964844,42,280.7984313964844,0,2018-11-07,STANDARD,2.3030958650610556e-12,1.0
18,R_A6,18,17,1725.1875,280.9324035644531,42,280.9324035644531,0,2018-11-07,STANDARD,2.564353677320108e-12,1.0
26,R_A6,19,17,1726.2928466796875,280.8973693847656,42,280.8973693847656,0,2018-11-07,STANDARD,1.3491204681193025e-12,1.0
27,R_A6,20,17,1728.00146484375,281.4115295410156,42,281.4115295410156,0,2018-11-07,STANDARD,1.9447422459299007e-13,1.0
28,R_A6,21,17,1729.710205078125,282.17059326171875,42,282.17059326171875,0,2018-11-07,STANDARD,2.6909986512133824e-18,1.0
29,R_A6,22,17,1731.4189453125,282.3130798339844,42,282.3130798339844,0,2018-11-07,STANDARD,3.7584158298053257e-19,1.0
30,R_A6,23,17,1733.1275634765625,281.4074401855469,42,281.4074401855469,0,2018-11-07,STANDARD,8.317552680945587e-15,1.0
