SGAS,DRAWDOWN,CONKPOS,DATE,CONJPOS,WELLMODEL,CONIDX,CONBPRES,SWAT,WELL,CONIPOS,PRESSURE,DEPTH
-1.9070202361692878e-10,0,10,2018-11-07,42,STANDARD,10,272.0180969238281,1.0,R_A6,17,272.0180969238281,1708.2066650390625
-1.0578939390075079e-13,0,11,2018-11-07,42,STANDARD,11,283.56878662109375,1.0,R_A6,17,283.56878662109375,1710.0816650390625
-3.129986639880192e-14,0,12,2018-11-07,42,STANDARD,12,283.7699890136719,1.0,R_A6,17,283.7699890136719,1712.300048828125
-1.7071832584880176e-15,0,13,2018-11-07,42,STANDARD,13,284.0025939941406,1.0,R_A6,17,284.0025939941406,1714.5184326171875
-1.2333969676281008e-15,0,14,2018-11-07,42,STANDARD,14,284.21270751953125,1.0,R_A6,17,284.21270751953125,1716.7366943359375
-7.423216755235397e-16,0,15,2018-11-07,42,STANDARD,15,284.4230651855469,1.0,R_A6,17,284.4230651855469,1718.955078125
-1.62354775467172e-16,0,16,2018-11-07,42,STANDARD,16,284.7783508300781,1.0,R_A6,17,284.7783508300781,1721.1734619140625
-4.098082247576846e-16,0,17,2018-11-07,42,STANDARD,17,284.9883728027344,1.0,R_A6,17,284.9883728027344,1723.391845703125
-3.423192335588629e-16,0,18,2018-11-07,42,STANDARD,18,285.1521301269531,1.0,R_A6,17,285.1521301269531,1725.1229248046875
2.813692573035056e-17,0,26,2018-11-07,42,STANDARD,19,282.94818115234375,1.0,R_A6,17,282.94818115234375,1726.59765625
-1.0355200084973445e-18,0,27,2018-11-07,42,STANDARD,20,283.4070739746094,1.0,R_A6,17,283.4070739746094,1728.3033447265625
6.37082678661296e-23,0,28,2018-11-07,42,STANDARD,21,284.2681884765625,1.0,R_A6,17,284.2681884765625,1730.009033203125
1.743036290601044e-23,0,29,2018-11-07,42,STANDARD,22,284.4532165527344,1.0,R_A6,17,284.4532165527344,1731.71484375
6.448298872866316e-19,0,30,2018-11-07,42,STANDARD,23,283.3840637207031,1.0,R_A6,17,283.3840637207031,1733.4205322265625
