CONBPRES,CONJPOS,PRESSURE,CONKPOS,CONIDX,CONIPOS,DRAWDOWN,WELLMODEL,DATE,SWAT,WELL,DEPTH,SGAS
278.4402770996094,42,278.4402770996094,7,7,17,0,STANDARD,2018-11-07,1.0,R_A6,1704.752197265625,-2.062297554950021e-11
278.5879821777344,42,278.5879821777344,8,8,17,0,STANDARD,2018-11-07,1.0,R_A6,1706.30810546875,-1.5300738107071332e-11
279.0349426269531,42,279.0349426269531,9,9,17,0,STANDARD,2018-11-07,1.0,R_A6,1707.8641357421875,-6.658776720118442e-13
278.8760070800781,42,278.8760070800781,10,10,17,0,STANDARD,2018-11-07,1.0,R_A6,1709.420166015625,-3.788513600055943e-11
280.7879638671875,42,280.7879638671875,11,11,17,0,STANDARD,2018-11-07,1.0,R_A6,1711.318603515625,-2.043721095135176e-11
281.0321044921875,42,281.0321044921875,12,12,17,0,STANDARD,2018-11-07,1.0,R_A6,1713.5595703125,-5.121113168943259e-12
281.3436584472656,42,281.3436584472656,13,13,17,0,STANDARD,2018-11-07,1.0,R_A6,1715.800537109375,-1.002958241631824e-12
281.55621337890625,42,281.55621337890625,14,14,17,0,STANDARD,2018-11-07,1.0,R_A6,1718.0416259765625,-7.521216722344848e-13
281.7719421386719,42,281.7719421386719,15,15,17,0,STANDARD,2018-11-07,1.0,R_A6,1720.2825927734375,-4.2838421612095834e-13
282.1495056152344,42,282.1495056152344,16,16,17,0,STANDARD,2018-11-07,1.0,R_A6,1722.5235595703125,-1.1212322845351175e-13
282.3833923339844,42,282.3833923339844,17,17,17,0,STANDARD,2018-11-07,1.0,R_A6,1724.7645263671875,-2.852792058572612e-13
282.5622253417969,42,282.5622253417969,18,18,17,0,STANDARD,2018-11-07,1.0,R_A6,1726.57763671875,-2.51224198779057e-13
283.6757507324219,42,283.6757507324219,25,19,17,0,STANDARD,2018-11-07,1.0,R_A6,1728.1378173828125,-8.217196888204992e-12
284.23089599609375,42,284.23089599609375,26,20,17,0,STANDARD,2018-11-07,1.0,R_A6,1729.872802734375,-3.9729482724515375e-12
284.4693298339844,42,284.4693298339844,27,21,17,0,STANDARD,2018-11-07,1.0,R_A6,1731.60791015625,-4.131776258689111e-18
285.0333251953125,42,285.0333251953125,28,22,17,0,STANDARD,2018-11-07,1.0,R_A6,1733.3428955078125,-7.950421125147166e-19
284.3402099609375,42,284.3402099609375,29,23,17,0,STANDARD,2018-11-07,1.0,R_A6,1735.077880859375,-1.997726392947638e-13
