WELLMODEL,SWAT,PRESSURE,DEPTH,CONBPRES,DRAWDOWN,SGAS,CONIDX,CONIPOS,CONKPOS,CONJPOS,DATE,WELL
STANDARD,1.0,276.2607421875,1704.1256103515625,276.2607421875,0,-4.102811603098281e-15,8,17,8,42,2018-11-07,R_A6
STANDARD,1.0,276.6382141113281,1705.6456298828125,276.6382141113281,0,-2.3491939984417827e-16,9,17,9,42,2018-11-07,R_A6
STANDARD,1.0,276.2465515136719,1707.165771484375,276.2465515136719,0,-3.45985413441937e-14,10,17,10,42,2018-11-07,R_A6
STANDARD,1.0,280.74456787109375,1709.0152587890625,280.74456787109375,0,-1.0368420292318421e-17,11,17,11,42,2018-11-07,R_A6
STANDARD,1.0,280.9617919921875,1711.194091796875,280.9617919921875,0,-3.2583024831545535e-18,12,17,12,42,2018-11-07,R_A6
STANDARD,1.0,281.2071533203125,1713.3729248046875,281.2071533203125,0,-1.3301987073223564e-19,13,17,13,42,2018-11-07,R_A6
STANDARD,1.0,281.4136657714844,1715.5517578125,281.4136657714844,0,-7.814744893124687e-20,14,17,14,42,2018-11-07,R_A6
STANDARD,1.0,281.7668762207031,1717.7305908203125,281.7668762207031,0,-2.751782390015011e-20,15,17,15,42,2018-11-07,R_A6
STANDARD,1.0,281.9755554199219,1719.909423828125,281.9755554199219,0,-1.1178062394676291e-20,16,17,16,42,2018-11-07,R_A6
STANDARD,1.0,282.182861328125,1722.0882568359375,282.182861328125,0,-3.172594047662598e-20,17,17,17,42,2018-11-07,R_A6
STANDARD,1.0,282.35321044921875,1723.8834228515625,282.35321044921875,0,-2.2862608124653655e-20,18,17,18,42,2018-11-07,R_A6
STANDARD,1.0,283.35186767578125,1725.4354248046875,283.35186767578125,0,4.228632917489174e-21,19,17,25,42,2018-11-07,R_A6
STANDARD,1.0,283.85809326171875,1727.128173828125,283.85809326171875,0,1.14931374287023e-21,20,17,26,42,2018-11-07,R_A6
STANDARD,1.0,284.1929016113281,1728.8209228515625,284.1929016113281,0,1.4677195945515454e-25,21,17,27,42,2018-11-07,R_A6
STANDARD,1.0,285.23321533203125,1730.513671875,285.23321533203125,0,7.648816329659324e-29,22,17,28,42,2018-11-07,R_A6
STANDARD,1.0,284.1399230957031,1732.206298828125,284.1399230957031,0,2.7240769257540568e-24,23,17,29,42,2018-11-07,R_A6
