CONIDX,CONJPOS,CONBPRES,SWAT,SGAS,DRAWDOWN,CONKPOS,DEPTH,PRESSURE,DATE,WELL,WELLMODEL,CONIPOS
14,42,274.9939270019531,1.0,1.0533095044706008e-15,0,14,1717.9068603515625,274.9939270019531,2018-11-07,R_A6,STANDARD,17
15,42,275.2232666015625,1.0,8.225797413417791e-16,0,15,1720.190673828125,275.2232666015625,2018-11-07,R_A6,STANDARD,17
16,42,275.6325378417969,1.0,2.146425560525434e-16,0,16,1722.474365234375,275.6325378417969,2018-11-07,R_A6,STANDARD,17
17,42,275.897216796875,1.0,3.026539776581445e-16,0,17,1724.7581787109375,275.897216796875,2018-11-07,R_A6,STANDARD,17
18,42,276.0696716308594,1.0,3.208441954888878e-16,0,18,1726.394287109375,276.0696716308594,2018-11-07,R_A6,STANDARD,17
19,42,276.1001281738281,1.0,2.219694561619509e-14,0,27,1727.7508544921875,276.1001281738281,2018-11-07,R_A6,STANDARD,17
20,42,276.7211608886719,1.0,1.341737457900491e-14,0,28,1729.4755859375,276.7211608886719,2018-11-07,R_A6,STANDARD,17
21,42,276.9587707519531,1.0,5.665714445724553e-15,0,29,1731.2001953125,276.9587707519531,2018-11-07,R_A6,STANDARD,17
22,42,277.40521240234375,1.0,8.732447983700713e-21,0,30,1732.9249267578125,277.40521240234375,2018-11-07,R_A6,STANDARD,17
23,42,276.6844482421875,1.0,-3.9235863136019675e-16,0,31,1734.649658203125,276.6844482421875,2018-11-07,R_A6,STANDARD,17
