SWAT,DRAWDOWN,SGAS,CONJPOS,CONBPRES,DEPTH,CONIDX,WELLMODEL,PRESSURE,WELL,CONKPOS,DATE,CONIPOS
1.0,0,1.0614267798025878e-10,42,277.44122314453125,1713.42578125,12,STANDARD,277.44122314453125,R_A6,12,2018-11-07,17
1.0,0,6.083550330160392e-12,42,277.66595458984375,1715.664794921875,13,STANDARD,277.66595458984375,R_A6,13,2018-11-07,17
1.0,0,5.643095365992501e-12,42,277.8790283203125,1717.904052734375,14,STANDARD,277.8790283203125,R_A6,14,2018-11-07,17
1.0,0,3.655723727208349e-12,42,278.0951232910156,1720.1431884765625,15,STANDARD,278.0951232910156,R_A6,15,2018-11-07,17
1.0,0,9.564007572016031e-13,42,278.4617004394531,1722.38232421875,16,STANDARD,278.4617004394531,R_A6,16,2018-11-07,17
1.0,0,2.219816995149837e-12,42,278.68341064453125,1724.621337890625,17,STANDARD,278.68341064453125,R_A6,17,2018-11-07,17
1.0,0,1.9467793262867295e-12,42,278.8525390625,1726.362060546875,18,STANDARD,278.8525390625,R_A6,18,2018-11-07,17
1.0,0,2.946976551676528e-10,42,279.2958068847656,1727.84130859375,19,STANDARD,279.2958068847656,R_A6,25,2018-11-07,17
1.0,0,2.3772758761531065e-10,42,279.8228454589844,1729.5574951171875,20,STANDARD,279.8228454589844,R_A6,26,2018-11-07,17
1.0,0,7.329211450562338e-16,42,280.6643981933594,1731.273681640625,21,STANDARD,280.6643981933594,R_A6,27,2018-11-07,17
1.0,0,3.473203013679095e-17,42,281.0099182128906,1732.9898681640625,22,STANDARD,281.0099182128906,R_A6,28,2018-11-07,17
1.0,0,2.3260195852747856e-12,42,280.0890197753906,1734.7060546875,23,STANDARD,280.0890197753906,R_A6,29,2018-11-07,17
