CONIDX,CONIPOS,CONBPRES,PRESSURE,WELL,SGAS,DRAWDOWN,SWAT,DATE,DEPTH,WELLMODEL,CONKPOS,CONJPOS
12,17,281.11993408203125,281.11993408203125,R_A6,-4.821331701931886e-12,0,1.0,2018-11-07,1712.69873046875,STANDARD,12,42
13,17,281.3487854003906,281.3487854003906,R_A6,-4.4269535953711525e-13,0,1.0,2018-11-07,1714.9886474609375,STANDARD,13,42
14,17,281.5657043457031,281.5657043457031,R_A6,-3.069579367163261e-13,0,1.0,2018-11-07,1717.278564453125,STANDARD,14,42
15,17,281.7832946777344,281.7832946777344,R_A6,-2.0247901120519496e-13,0,1.0,2018-11-07,1719.568603515625,STANDARD,15,42
16,17,282.1466369628906,282.1466369628906,R_A6,-6.562788913656512e-14,0,1.0,2018-11-07,1721.8585205078125,STANDARD,16,42
17,17,282.3647155761719,282.3647155761719,R_A6,-1.031156700282386e-13,0,1.0,2018-11-07,1724.1484375,STANDARD,17,42
18,17,282.51220703125,282.51220703125,R_A6,-1.1501478209500343e-13,0,1.0,2018-11-07,1725.701171875,STANDARD,18,42
19,17,284.1626892089844,284.1626892089844,R_A6,1.0777476459021551e-13,0,1.0,2018-11-07,1726.964599609375,STANDARD,25,42
20,17,284.6712341308594,284.6712341308594,R_A6,8.715334599569257e-15,0,1.0,2018-11-07,1728.67578125,STANDARD,26,42
21,17,285.4455871582031,285.4455871582031,R_A6,8.022610857415288e-20,0,1.0,2018-11-07,1730.386962890625,STANDARD,27,42
22,17,285.64666748046875,285.64666748046875,R_A6,-5.212819922784939e-21,0,1.0,2018-11-07,1732.09814453125,STANDARD,28,42
23,17,284.68780517578125,284.68780517578125,R_A6,-7.014880170814228e-16,0,1.0,2018-11-07,1733.8094482421875,STANDARD,29,42
