CONIDX,WELLMODEL,DATE,CONBPRES,PRESSURE,WELL,DEPTH,DRAWDOWN,CONIPOS,SWAT,SGAS,CONJPOS,CONKPOS
12,STANDARD,2018-11-07,285.0276184082031,285.0276184082031,R_A6,1713.5047607421875,0,17,0.9999999403953552,-2.2637400842739908e-09,42,12
13,STANDARD,2018-11-07,285.2568054199219,285.2568054199219,R_A6,1715.797607421875,0,17,1.0,-1.502693108834663e-10,42,13
14,STANDARD,2018-11-07,285.47412109375,285.47412109375,R_A6,1718.0904541015625,0,17,1.0,-1.217547312970524e-10,42,14
15,STANDARD,2018-11-07,285.6930236816406,285.6930236816406,R_A6,1720.38330078125,0,17,1.0,-7.586564015893416e-11,42,15
16,STANDARD,2018-11-07,286.06011962890625,286.06011962890625,R_A6,1722.6761474609375,0,17,1.0,-1.924411151266181e-11,42,16
17,STANDARD,2018-11-07,286.28204345703125,286.28204345703125,R_A6,1724.968994140625,0,17,1.0,-3.505098294942499e-11,42,17
18,STANDARD,2018-11-07,286.4396667480469,286.4396667480469,R_A6,1726.6048583984375,0,17,1.0,-2.910670315880992e-11,42,18
19,STANDARD,2018-11-07,286.564208984375,286.564208984375,R_A6,1727.958984375,0,17,1.0,-7.289564785128988e-11,42,25
20,STANDARD,2018-11-07,287.0065002441406,287.0065002441406,R_A6,1729.688720703125,0,17,1.0,2.113215678833935e-11,42,26
21,STANDARD,2018-11-07,287.6417236328125,287.6417236328125,R_A6,1731.4183349609375,0,17,1.0,3.5860066264296864e-17,42,27
22,STANDARD,2018-11-07,287.80926513671875,287.80926513671875,R_A6,1733.14794921875,0,17,1.0,2.138988478899643e-17,42,28
23,STANDARD,2018-11-07,286.9648742675781,286.9648742675781,R_A6,1734.877685546875,0,17,1.0,1.0054309815266116e-12,42,29
