DEPTH,CONIDX,CONBPRES,PRESSURE,WELL,CONKPOS,WELLMODEL,DRAWDOWN,DATE,CONJPOS,SGAS,SWAT,CONIPOS
1707.9410400390625,9,274.1001892089844,274.1001892089844,R_A6,9,STANDARD,0,2018-11-07,42,2.984514025145186e-15,1.0,17
1709.5032958984375,10,274.19140625,274.19140625,R_A6,10,STANDARD,0,2018-11-07,42,4.6638193117566965e-15,1.0,17
1711.435791015625,11,277.8544921875,277.8544921875,R_A6,11,STANDARD,0,2018-11-07,42,-1.2425893099701168e-17,1.0,17
1713.73876953125,12,278.07830810546875,278.07830810546875,R_A6,12,STANDARD,0,2018-11-07,42,1.2524610488364472e-17,1.0,17
1716.0416259765625,13,278.34930419921875,278.34930419921875,R_A6,13,STANDARD,0,2018-11-07,42,1.0874233171883625e-18,1.0,17
1718.3446044921875,14,278.5674743652344,278.5674743652344,R_A6,14,STANDARD,0,2018-11-07,42,7.419536608010633e-19,1.0,17
1720.6474609375,15,278.788330078125,278.788330078125,R_A6,15,STANDARD,0,2018-11-07,42,5.137538651445014e-19,1.0,17
1722.950439453125,16,279.1582336425781,279.1582336425781,R_A6,16,STANDARD,0,2018-11-07,42,1.9947747399991242e-19,1.0,17
1725.2532958984375,17,279.3829040527344,279.3829040527344,R_A6,17,STANDARD,0,2018-11-07,42,3.1261686004065445e-19,1.0,17
1726.9033203125,18,279.54248046875,279.54248046875,R_A6,18,STANDARD,0,2018-11-07,42,1.6130231324876592e-19,1.0,17
1728.272216796875,19,280.6161804199219,280.6161804199219,R_A6,28,STANDARD,0,2018-11-07,42,2.6355082737960283e-18,1.0,17
1730.012451171875,20,280.7629699707031,280.7629699707031,R_A6,29,STANDARD,0,2018-11-07,42,2.2053195545528722e-18,1.0,17
1731.752685546875,21,281.1877136230469,281.1877136230469,R_A6,30,STANDARD,0,2018-11-07,42,5.229729705335541e-24,1.0,17
1733.492919921875,22,281.85064697265625,281.85064697265625,R_A6,31,STANDARD,0,2018-11-07,42,1.8180437492674e-24,1.0,17
1735.233154296875,23,281.30596923828125,281.30596923828125,R_A6,32,STANDARD,0,2018-11-07,42,1.240586043962636e-18,1.0,17
