CONIPOS,DRAWDOWN,DATE,CONJPOS,CONBPRES,SGAS,CONKPOS,WELLMODEL,DEPTH,PRESSURE,WELL,CONIDX,SWAT
17,0,2018-11-07,42,284.3675842285156,-6.57684745829527e-15,14,STANDARD,1717.1993408203125,284.3675842285156,R_A6,14,1.0
17,0,2018-11-07,42,284.5856628417969,-6.089222025505757e-15,15,STANDARD,1719.4971923828125,284.5856628417969,R_A6,15,1.0
17,0,2018-11-07,42,284.9493713378906,-2.130516561240324e-15,16,STANDARD,1721.7950439453125,284.9493713378906,R_A6,16,1.0
17,0,2018-11-07,42,285.16790771484375,-3.251207430785886e-15,17,STANDARD,1724.0928955078125,285.16790771484375,R_A6,17,1.0
17,0,2018-11-07,42,285.3112487792969,-2.9342127618142526e-15,18,STANDARD,1725.602783203125,285.3112487792969,R_A6,18,1.0
17,0,2018-11-07,42,288.3675537109375,1.0595785011923483e-15,25,STANDARD,1726.819091796875,288.3675537109375,R_A6,19,1.0
17,0,2018-11-07,42,288.840087890625,1.9134363105400318e-16,26,STANDARD,1728.529541015625,288.840087890625,R_A6,20,1.0
17,0,2018-11-07,42,289.0909118652344,4.331480819616564e-18,27,STANDARD,1730.2401123046875,289.0909118652344,R_A6,21,1.0
17,0,2018-11-07,42,289.19293212890625,7.510326152926621e-17,28,STANDARD,1731.9505615234375,289.19293212890625,R_A6,22,1.0
17,0,2018-11-07,42,289.0521545410156,2.7932663735120186e-16,29,STANDARD,1733.6610107421875,289.0521545410156,R_A6,23,1.0
