CONIPOS,DEPTH,CONKPOS,WELL,SWAT,DATE,SGAS,PRESSURE,CONBPRES,CONJPOS,WELLMODEL,CONIDX,DRAWDOWN
17,1706.946533203125,9,R_A6,1.0,2018-11-07,-3.229860506449183e-15,275.85113525390625,275.85113525390625,42,STANDARD,9,0
17,1708.4840087890625,10,R_A6,1.0,2018-11-07,-3.1579778939430647e-13,275.78594970703125,275.78594970703125,42,STANDARD,10,0
17,1710.407470703125,11,R_A6,1.0,2018-11-07,-1.2866685902165979e-16,278.0115966796875,278.0115966796875,42,STANDARD,11,0
17,1712.71728515625,12,R_A6,1.0,2018-11-07,-5.0583249201752766e-17,278.19482421875,278.19482421875,42,STANDARD,12,0
17,1715.02685546875,13,R_A6,1.0,2018-11-07,0.0,278.3741760253906,278.3741760253906,42,STANDARD,13,0
17,1717.3365478515625,14,R_A6,1.0,2018-11-07,-3.1071902337212224e-20,278.59222412109375,278.59222412109375,42,STANDARD,14,0
17,1719.646240234375,15,R_A6,1.0,2018-11-07,-2.0890593388455898e-20,278.8071594238281,278.8071594238281,42,STANDARD,15,0
17,1721.9559326171875,16,R_A6,1.0,2018-11-07,-5.180572399695658e-21,279.1576232910156,279.1576232910156,42,STANDARD,16,0
17,1724.265625,17,R_A6,1.0,2018-11-07,-5.1669812729317865e-21,279.35308837890625,279.35308837890625,42,STANDARD,17,0
17,1725.762939453125,18,R_A6,1.0,2018-11-07,-7.67975079430188e-21,279.47967529296875,279.47967529296875,42,STANDARD,18,0
17,1726.9622802734375,28,R_A6,1.0,2018-11-07,-1.9425048352003804e-18,279.4131164550781,279.4131164550781,42,STANDARD,19,0
17,1728.67578125,29,R_A6,1.0,2018-11-07,-8.446519595598547e-19,279.8857421875,279.8857421875,42,STANDARD,20,0
17,1730.3892822265625,30,R_A6,1.0,2018-11-07,-4.861684184814349e-25,280.7953796386719,280.7953796386719,42,STANDARD,21,0
17,1732.1029052734375,31,R_A6,1.0,2018-11-07,-2.7316308728931785e-26,281.1307067871094,281.1307067871094,42,STANDARD,22,0
17,1733.81640625,32,R_A6,1.0,2018-11-07,-2.719500244893451e-19,280.1671142578125,280.1671142578125,42,STANDARD,23,0
