SWAT,CONKPOS,PRESSURE,CONIPOS,CONJPOS,CONIDX,SGAS,WELL,WELLMODEL,DEPTH,DATE,DRAWDOWN,CONBPRES
1.0,14,277.22747802734375,17,42,14,-4.463151582253383e-13,R_A6,STANDARD,1718.0618896484375,2018-11-07,0,277.22747802734375
1.0,15,277.4505310058594,17,42,15,-2.60016780242317e-13,R_A6,STANDARD,1720.393798828125,2018-11-07,0,277.4505310058594
1.0,16,277.8206481933594,17,42,16,-3.5293315036981354e-14,R_A6,STANDARD,1722.7255859375,2018-11-07,0,277.8206481933594
1.0,17,278.04534912109375,17,42,17,-1.3151773507052988e-13,R_A6,STANDARD,1725.057373046875,2018-11-07,0,278.04534912109375
1.0,18,278.1910400390625,17,42,18,-1.0355094331917364e-13,R_A6,STANDARD,1726.580810546875,2018-11-07,0,278.1910400390625
1.0,24,279.60943603515625,17,42,19,8.310529348021234e-12,R_A6,STANDARD,1727.8055419921875,2018-11-07,0,279.60943603515625
1.0,25,280.0374450683594,17,42,20,6.339024747145259e-15,R_A6,STANDARD,1729.5401611328125,2018-11-07,0,280.0374450683594
1.0,26,280.90863037109375,17,42,21,5.945547802338477e-19,R_A6,STANDARD,1731.27490234375,2018-11-07,0,280.90863037109375
1.0,27,281.31658935546875,17,42,22,1.8195983072817653e-19,R_A6,STANDARD,1733.009521484375,2018-11-07,0,281.31658935546875
1.0,28,280.2373046875,17,42,23,5.308649231468808e-14,R_A6,STANDARD,1734.744140625,2018-11-07,0,280.2373046875
