CONIPOS,WELLMODEL,DEPTH,CONBPRES,PRESSURE,SWAT,DRAWDOWN,CONKPOS,SGAS,CONIDX,CONJPOS,WELL,DATE
17,STANDARD,1711.2359619140625,280.2472229003906,280.2472229003906,1.0,0,11,-9.188636180060272e-13,11,42,R_A6,2018-11-07
17,STANDARD,1713.576416015625,280.4688415527344,280.4688415527344,1.0,0,12,-5.141181534315531e-13,12,42,R_A6,2018-11-07
17,STANDARD,1715.916748046875,280.7044372558594,280.7044372558594,1.0,0,13,-5.324104787547473e-15,13,42,R_A6,2018-11-07
17,STANDARD,1718.257080078125,280.9281921386719,280.9281921386719,1.0,0,14,-4.507684352160772e-16,14,42,R_A6,2018-11-07
17,STANDARD,1720.597412109375,281.156005859375,281.156005859375,1.0,0,15,-3.5410011189641053e-16,15,42,R_A6,2018-11-07
17,STANDARD,1722.937744140625,281.53082275390625,281.53082275390625,1.0,0,16,-1.0269955524614191e-16,16,42,R_A6,2018-11-07
17,STANDARD,1725.278076171875,281.7664489746094,281.7664489746094,1.0,0,17,-1.3881058149084246e-16,17,42,R_A6,2018-11-07
17,STANDARD,1726.7366943359375,281.91412353515625,281.91412353515625,1.0,0,18,-1.08862514030805e-16,18,42,R_A6,2018-11-07
17,STANDARD,1727.8865966796875,282.8004455566406,282.8004455566406,1.0,0,25,-7.147486884476033e-16,19,42,R_A6,2018-11-07
17,STANDARD,1729.609619140625,283.1868896484375,283.1868896484375,1.0,0,26,-2.690146200233116e-16,20,42,R_A6,2018-11-07
17,STANDARD,1731.3326416015625,284.1861572265625,284.1861572265625,1.0,0,27,-2.3873478570949574e-21,21,42,R_A6,2018-11-07
17,STANDARD,1733.0556640625,284.62213134765625,284.62213134765625,1.0,0,28,-8.460798518194996e-22,22,42,R_A6,2018-11-07
17,STANDARD,1734.7786865234375,283.9051818847656,283.9051818847656,1.0,0,29,-6.742546869086129e-18,23,42,R_A6,2018-11-07
