CONIDX,CONJPOS,WELL,CONIPOS,PRESSURE,SGAS,CONKPOS,DEPTH,DRAWDOWN,CONBPRES,WELLMODEL,SWAT,DATE
12,42,R_A6,17,280.6875305175781,7.221409567365283e-16,12,1714.070068359375,0,280.6875305175781,STANDARD,1.0,2018-11-07
13,42,R_A6,17,280.9225769042969,3.440098583820233e-17,13,1716.42626953125,0,280.9225769042969,STANDARD,1.0,2018-11-07
14,42,R_A6,17,281.1455993652344,3.244377062978346e-17,14,1718.782470703125,0,281.1455993652344,STANDARD,1.0,2018-11-07
15,42,R_A6,17,281.3658142089844,5.669418163460872e-18,15,1721.138671875,0,281.3658142089844,STANDARD,1.0,2018-11-07
16,42,R_A6,17,281.72906494140625,1.0546701702561362e-17,16,1723.494873046875,0,281.72906494140625,STANDARD,1.0,2018-11-07
17,42,R_A6,17,281.9473876953125,1.357218262178429e-17,17,1725.85107421875,0,281.9473876953125,STANDARD,1.0,2018-11-07
18,42,R_A6,17,282.07989501953125,1.408660955345347e-17,18,1727.2896728515625,0,282.07989501953125,STANDARD,1.0,2018-11-07
19,42,R_A6,17,280.8375549316406,-2.5127973534127667e-17,25,1728.4144287109375,0,280.8375549316406,STANDARD,1.0,2018-11-07
20,42,R_A6,17,281.3523864746094,-3.3688719224296698e-18,26,1730.1429443359375,0,281.3523864746094,STANDARD,1.0,2018-11-07
21,42,R_A6,17,282.3269958496094,-3.1601710670738104e-24,27,1731.8714599609375,0,282.3269958496094,STANDARD,1.0,2018-11-07
22,42,R_A6,17,282.6161193847656,-2.0698315779719613e-27,28,1733.5999755859375,0,282.6161193847656,STANDARD,1.0,2018-11-07
23,42,R_A6,17,281.5663146972656,-1.7547095071777063e-22,29,1735.3284912109375,0,281.5663146972656,STANDARD,1.0,2018-11-07
