DEPTH,PRESSURE,WELL,CONJPOS,CONKPOS,SGAS,CONIPOS,CONIDX,SWAT,DRAWDOWN,WELLMODEL,CONBPRES,DATE
1711.6878662109375,277.48883056640625,R_A6,42,12,-2.2244536768134537e-10,17,12,1.0,0,STANDARD,277.48883056640625,2018-11-07
1714.041259765625,277.723388671875,R_A6,42,13,-1.9738218004494712e-11,17,13,1.0,0,STANDARD,277.723388671875,2018-11-07
1716.3946533203125,277.9457702636719,R_A6,42,14,-1.2548448391491718e-11,17,14,1.0,0,STANDARD,277.9457702636719,2018-11-07
1718.748046875,278.16455078125,R_A6,42,15,-7.586041170237756e-12,17,15,1.0,0,STANDARD,278.16455078125,2018-11-07
1721.1015625,278.52105712890625,R_A6,42,16,-3.196382828557498e-12,17,16,1.0,0,STANDARD,278.52105712890625,2018-11-07
1723.442138671875,278.73150634765625,R_A6,42,17,-2.9066174380559806e-12,17,17,1.0,0,STANDARD,278.73150634765625,2018-11-07
1724.7177734375,278.84759521484375,R_A6,42,18,-2.6388008531746943e-12,17,18,1.0,0,STANDARD,278.84759521484375,2018-11-07
1725.6785888671875,279.0503234863281,R_A6,42,26,-4.7567227934308676e-11,17,19,1.0,0,STANDARD,279.0503234863281,2018-11-07
1727.376708984375,279.3787536621094,R_A6,42,27,-9.513306212672462e-14,17,20,1.0,0,STANDARD,279.3787536621094,2018-11-07
1729.074951171875,280.5647888183594,R_A6,42,28,-1.150911443386599e-16,17,21,1.0,0,STANDARD,280.5647888183594,2018-11-07
1730.7730712890625,280.417724609375,R_A6,42,29,-2.8892767639899055e-16,17,22,1.0,0,STANDARD,280.417724609375,2018-11-07
1732.47119140625,279.28253173828125,R_A6,42,30,-2.7626753662524095e-10,17,23,1.0,0,STANDARD,279.28253173828125,2018-11-07
