CONJPOS,CONKPOS,DATE,CONBPRES,PRESSURE,DRAWDOWN,CONIPOS,SWAT,DEPTH,WELLMODEL,CONIDX,SGAS,WELL
42,3,2018-11-07,278.2152404785156,278.2152404785156,0,17,1.0,1697.1400146484375,STANDARD,3,-6.669424669654422e-13,R_A6
42,4,2018-11-07,278.3513488769531,278.3513488769531,0,17,1.0,1698.670166015625,STANDARD,4,-5.646104243861583e-13,R_A6
42,5,2018-11-07,278.48675537109375,278.48675537109375,0,17,1.0,1700.200439453125,STANDARD,5,-8.569873868706501e-13,R_A6
42,6,2018-11-07,278.62567138671875,278.62567138671875,0,17,1.0,1701.730712890625,STANDARD,6,-3.819416311001689e-11,R_A6
42,7,2018-11-07,278.46954345703125,278.46954345703125,0,17,1.0,1703.260986328125,STANDARD,7,-7.679478580824295e-11,R_A6
42,8,2018-11-07,278.6144104003906,278.6144104003906,0,17,1.0,1704.791259765625,STANDARD,8,-8.220232827760299e-11,R_A6
42,9,2018-11-07,279.06427001953125,279.06427001953125,0,17,1.0,1706.321533203125,STANDARD,9,-5.567014731144848e-12,R_A6
42,10,2018-11-07,278.9236145019531,278.9236145019531,0,17,1.0,1707.851806640625,STANDARD,10,-5.342339903791071e-10,R_A6
42,11,2018-11-07,281.7322082519531,281.7322082519531,0,17,1.0,1709.732177734375,STANDARD,11,-1.2310415187233303e-10,R_A6
42,12,2018-11-07,281.93023681640625,281.93023681640625,0,17,1.0,1711.962646484375,STANDARD,12,-5.762336094394804e-11,R_A6
42,13,2018-11-07,282.1573791503906,282.1573791503906,0,17,1.0,1714.193115234375,STANDARD,13,-1.2241162944404138e-12,R_A6
42,14,2018-11-07,282.36859130859375,282.36859130859375,0,17,1.0,1716.423583984375,STANDARD,14,-3.525675628182623e-12,R_A6
42,15,2018-11-07,282.58001708984375,282.58001708984375,0,17,1.0,1718.654052734375,STANDARD,15,-1.7871599382671133e-12,R_A6
42,16,2018-11-07,282.9364013671875,282.9364013671875,0,17,1.0,1720.884521484375,STANDARD,16,-2.831306966221553e-13,R_A6
42,17,2018-11-07,283.1476135253906,283.1476135253906,0,17,1.0,1723.114990234375,STANDARD,17,-6.906150998298166e-13,R_A6
42,18,2018-11-07,283.3076171875,283.3076171875,0,17,1.0,1724.8057861328125,STANDARD,18,-5.673160509075958e-13,R_A6
42,25,2018-11-07,281.5030212402344,281.5030212402344,0,17,1.0,1726.2340087890625,STANDARD,19,-2.8054417309749703e-14,R_A6
42,26,2018-11-07,282.0290832519531,282.0290832519531,0,17,1.0,1727.939208984375,STANDARD,20,6.157584360612757e-15,R_A6
42,27,2018-11-07,282.85052490234375,282.85052490234375,0,17,1.0,1729.644287109375,STANDARD,21,1.7910798016355792e-20,R_A6
42,28,2018-11-07,283.11273193359375,283.11273193359375,0,17,1.0,1731.3494873046875,STANDARD,22,6.923940358975693e-21,R_A6
42,29,2018-11-07,282.1364440917969,282.1364440917969,0,17,1.0,1733.0546875,STANDARD,23,1.334561288892234e-16,R_A6
