CONIPOS,CONBPRES,DATE,CONJPOS,CONIDX,DRAWDOWN,DEPTH,SWAT,WELLMODEL,CONKPOS,PRESSURE,WELL,SGAS
17,278.1649169921875,2018-11-07,42,12,0,1711.7587890625,1.0,STANDARD,12,278.1649169921875,R_A6,0.0
17,278.4314880371094,2018-11-07,42,13,0,1714.0531005859375,1.0,STANDARD,13,278.4314880371094,R_A6,-1.6682992581322433e-15
17,278.6487731933594,2018-11-07,42,14,0,1716.347412109375,1.0,STANDARD,14,278.6487731933594,R_A6,-1.695403571290552e-15
17,278.8673400878906,2018-11-07,42,15,0,1718.6417236328125,1.0,STANDARD,15,278.8673400878906,R_A6,-9.580369326293316e-16
17,279.23321533203125,2018-11-07,42,16,0,1720.93603515625,1.0,STANDARD,16,279.23321533203125,R_A6,-4.1363384906395863e-16
17,279.45367431640625,2018-11-07,42,17,0,1723.2303466796875,1.0,STANDARD,17,279.45367431640625,R_A6,-4.3049666038723605e-16
17,279.59368896484375,2018-11-07,42,18,0,1724.6978759765625,1.0,STANDARD,18,279.59368896484375,R_A6,-6.258917029675157e-16
17,279.9263000488281,2018-11-07,42,19,0,1725.866455078125,1.0,STANDARD,27,279.9263000488281,R_A6,3.642463595825672e-14
17,280.4693298339844,2018-11-07,42,20,0,1727.5631103515625,1.0,STANDARD,28,280.4693298339844,R_A6,1.1057149458732797e-14
17,281.11767578125,2018-11-07,42,21,0,1729.259765625,1.0,STANDARD,29,281.11767578125,R_A6,3.8479408120201156e-21
17,281.1971740722656,2018-11-07,42,22,0,1730.9564208984375,1.0,STANDARD,30,281.1971740722656,R_A6,-1.5487818562737417e-18
17,280.8271484375,2018-11-07,42,23,0,1732.6529541015625,1.0,STANDARD,31,280.8271484375,R_A6,-6.741769749444247e-16
