CONJPOS,DATE,CONKPOS,WELLMODEL,CONIPOS,DEPTH,CONIDX,WELL,CONBPRES,DRAWDOWN,PRESSURE,SWAT,SGAS
42,2018-11-07,8,STANDARD,17,1705.287109375,8,R_A6,277.92034912109375,0,277.92034912109375,1.0,1.1333618939179946e-11
42,2018-11-07,9,STANDARD,17,1706.8270263671875,9,R_A6,278.4274597167969,0,278.4274597167969,1.0,7.511229594032998e-13
42,2018-11-07,10,STANDARD,17,1708.366943359375,10,R_A6,278.4617004394531,0,278.4617004394531,1.0,7.432054104083985e-13
42,2018-11-07,11,STANDARD,17,1710.27392578125,11,R_A6,282.33941650390625,0,282.33941650390625,1.0,3.2755818890617405e-11
42,2018-11-07,12,STANDARD,17,1712.548095703125,12,R_A6,282.5458068847656,0,282.5458068847656,1.0,-1.5437680430871459e-12
42,2018-11-07,13,STANDARD,17,1714.822265625,13,R_A6,282.78582763671875,0,282.78582763671875,1.0,-2.1664767690336012e-13
42,2018-11-07,14,STANDARD,17,1717.096435546875,14,R_A6,283.00115966796875,0,283.00115966796875,1.0,-1.806379075182732e-13
42,2018-11-07,15,STANDARD,17,1719.3707275390625,15,R_A6,283.2167663574219,0,283.2167663574219,1.0,-1.1101961906213875e-13
42,2018-11-07,16,STANDARD,17,1721.6448974609375,16,R_A6,283.5775146484375,0,283.5775146484375,1.0,-3.5592893649766255e-14
42,2018-11-07,17,STANDARD,17,1723.9190673828125,17,R_A6,283.7931213378906,0,283.7931213378906,1.0,-5.535862431437985e-14
42,2018-11-07,18,STANDARD,17,1725.5286865234375,18,R_A6,283.9455871582031,0,283.9455871582031,1.0,-4.7405967497880785e-14
42,2018-11-07,26,STANDARD,17,1726.858642578125,19,R_A6,283.7155456542969,0,283.7155456542969,1.0,3.248105126876788e-12
42,2018-11-07,27,STANDARD,17,1728.5733642578125,20,R_A6,284.17852783203125,0,284.17852783203125,1.0,1.5382043512188193e-12
42,2018-11-07,28,STANDARD,17,1730.2880859375,21,R_A6,284.9599609375,0,284.9599609375,1.0,2.4283905202188757e-18
42,2018-11-07,29,STANDARD,17,1732.0029296875,22,R_A6,285.3154296875,0,285.3154296875,1.0,-1.5528771499383093e-19
42,2018-11-07,30,STANDARD,17,1733.7176513671875,23,R_A6,284.4199523925781,0,284.4199523925781,1.0,-5.15037665294038e-13
