SGAS,CONBPRES,DATE,DRAWDOWN,CONIDX,SWAT,CONJPOS,DEPTH,CONIPOS,WELLMODEL,CONKPOS,PRESSURE,WELL
0.0,279.08624267578125,2018-09-12,0,26,0.136428102850914,48,1652.9478759765625,38,STANDARD,33,279.08624267578125,R_A4
0.0,279.26898193359375,2018-09-12,0,27,0.10825449973344803,47,1657.6109619140625,38,STANDARD,33,279.26898193359375,R_A4
-2.146388603419154e-14,272.9789733886719,2018-11-07,0,1,1.0,42,1695.6566162109375,17,STANDARD,1,272.9789733886719,R_A6
-6.670155337215383e-15,273.12591552734375,2018-11-07,0,2,1.0,42,1697.21337890625,17,STANDARD,2,273.12591552734375,R_A6
-5.20786349158045e-15,273.2715148925781,2018-11-07,0,3,1.0,42,1698.77001953125,17,STANDARD,3,273.2715148925781,R_A6
-5.335871345734256e-15,273.4158935546875,2018-11-07,0,4,1.0,42,1700.32666015625,17,STANDARD,4,273.4158935546875,R_A6
-4.0261357073766157e-13,273.2655029296875,2018-11-07,0,5,1.0,42,1701.8834228515625,17,STANDARD,5,273.2655029296875,R_A6
-3.892067603535748e-13,273.41351318359375,2018-11-07,0,6,1.0,42,1703.440185546875,17,STANDARD,6,273.41351318359375,R_A6
-4.36206192694355e-13,273.5618896484375,2018-11-07,0,7,1.0,42,1704.996826171875,17,STANDARD,7,273.5618896484375,R_A6
-2.7054793409926614e-13,273.76513671875,2018-11-07,0,8,1.0,42,1706.5535888671875,17,STANDARD,8,273.76513671875,R_A6
-1.951389252280184e-14,274.38580322265625,2018-11-07,0,9,1.0,42,1708.1102294921875,17,STANDARD,9,274.38580322265625,R_A6
-2.245162606176465e-12,274.76904296875,2018-11-07,0,10,1.0,42,1709.6669921875,17,STANDARD,10,274.76904296875,R_A6
-1.2490603982975163e-13,276.59466552734375,2018-11-07,0,11,1.0,42,1711.554931640625,17,STANDARD,11,276.59466552734375,R_A6
-8.26792722285162e-14,276.8047790527344,2018-11-07,0,12,1.0,42,1713.7742919921875,17,STANDARD,12,276.8047790527344,R_A6
-5.644080800735205e-15,277.02703857421875,2018-11-07,0,13,1.0,42,1715.99365234375,17,STANDARD,13,277.02703857421875,R_A6
-8.657846155801752e-16,277.237548828125,2018-11-07,0,14,1.0,42,1718.212890625,17,STANDARD,14,277.237548828125,R_A6
-5.526643811884014e-16,277.45263671875,2018-11-07,0,15,1.0,42,1720.4322509765625,17,STANDARD,15,277.45263671875,R_A6
-1.0914382823096693e-16,277.844482421875,2018-11-07,0,16,1.0,42,1722.651611328125,17,STANDARD,16,277.844482421875,R_A6
-3.1521859969991877e-16,278.09136962890625,2018-11-07,0,17,1.0,42,1724.870849609375,17,STANDARD,17,278.09136962890625,R_A6
-2.2430898869083807e-16,278.2748107910156,2018-11-07,0,18,1.0,42,1726.7421875,17,STANDARD,18,278.2748107910156,R_A6
1.357879179487859e-16,280.69775390625,2018-11-07,0,19,1.0,42,1728.371337890625,17,STANDARD,31,280.69775390625,R_A6
4.043211188555916e-17,280.86273193359375,2018-11-07,0,20,1.0,42,1730.1064453125,17,STANDARD,32,280.86273193359375,R_A6
1.4834732533250312e-22,281.9903564453125,2018-11-07,0,21,1.0,42,1731.8416748046875,17,STANDARD,33,281.9903564453125,R_A6
-1.463488243263553e-24,282.4434814453125,2018-11-07,0,22,1.0,42,1733.5767822265625,17,STANDARD,34,282.4434814453125,R_A6
-6.544172828173968e-18,281.5299072265625,2018-11-07,0,23,1.0,42,1735.3118896484375,17,STANDARD,35,281.5299072265625,R_A6
