WELLMODEL,DEPTH,DRAWDOWN,CONJPOS,PRESSURE,WELL,CONIPOS,CONBPRES,SGAS,CONKPOS,SWAT,CONIDX,DATE
STANDARD,1649.298583984375,0,48,278.9112548828125,R_A4,38,278.9112548828125,0.0,28,0.16137555241584778,26,2018-09-12
STANDARD,1658.9189453125,0,47,279.40557861328125,R_A4,38,279.40557861328125,0.0,28,0.2492733597755432,27,2018-09-12
STANDARD,1695.32177734375,0,42,278.4175109863281,R_A6,17,278.4175109863281,8.464192888246735e-14,1,1.0,1,2018-11-07
STANDARD,1696.8751220703125,0,42,278.5645751953125,R_A6,17,278.5645751953125,5.122997905342326e-14,2,1.0,2,2018-11-07
STANDARD,1698.428466796875,0,42,278.7120056152344,R_A6,17,278.7120056152344,2.6368156789968733e-12,3,1.0,3,2018-11-07
STANDARD,1699.9818115234375,0,42,278.94708251953125,R_A6,17,278.94708251953125,3.2537184752046144e-12,4,1.0,4,2018-11-07
STANDARD,1701.53515625,0,42,279.2902526855469,R_A6,17,279.2902526855469,2.9932663742375173e-14,5,1.0,5,2018-11-07
STANDARD,1703.0885009765625,0,42,279.5589294433594,R_A6,17,279.5589294433594,1.5092144114298156e-12,6,1.0,6,2018-11-07
STANDARD,1704.641845703125,0,42,279.43927001953125,R_A6,17,279.43927001953125,2.7396680844088417e-12,7,1.0,7,2018-11-07
STANDARD,1706.1951904296875,0,42,279.6040344238281,R_A6,17,279.6040344238281,1.588697706375597e-12,8,1.0,8,2018-11-07
STANDARD,1707.74853515625,0,42,280.1001281738281,R_A6,17,280.1001281738281,2.237977191803589e-13,9,1.0,9,2018-11-07
STANDARD,1709.3018798828125,0,42,280.0601501464844,R_A6,17,280.0601501464844,1.851498121485662e-11,10,1.0,10,2018-11-07
STANDARD,1711.2427978515625,0,42,281.0845642089844,R_A6,17,281.0845642089844,8.105607114325397e-13,11,1.0,11,2018-11-07
STANDARD,1713.5712890625,0,42,281.3050231933594,R_A6,17,281.3050231933594,2.8922290994451427e-13,12,1.0,12,2018-11-07
STANDARD,1715.899658203125,0,42,281.5374755859375,R_A6,17,281.5374755859375,2.92568059893656e-14,13,1.0,13,2018-11-07
STANDARD,1718.228271484375,0,42,281.7580261230469,R_A6,17,281.7580261230469,2.1651386941461646e-14,14,1.0,14,2018-11-07
STANDARD,1720.556640625,0,42,281.9791259765625,R_A6,17,281.9791259765625,1.4982811744209366e-14,15,1.0,15,2018-11-07
STANDARD,1722.8851318359375,0,42,282.3453063964844,R_A6,17,282.3453063964844,4.918951141183849e-15,16,1.0,16,2018-11-07
STANDARD,1725.213623046875,0,42,282.56634521484375,R_A6,17,282.56634521484375,7.177113449993028e-15,17,1.0,17,2018-11-07
STANDARD,1726.7467041015625,0,42,282.71160888671875,R_A6,17,282.71160888671875,6.737530455422358e-15,18,1.0,18,2018-11-07
STANDARD,1727.982177734375,0,42,283.483642578125,R_A6,17,283.483642578125,2.506144703705472e-16,26,1.0,19,2018-11-07
STANDARD,1729.71533203125,0,42,284.0106506347656,R_A6,17,284.0106506347656,4.655145376739457e-16,27,1.0,20,2018-11-07
STANDARD,1731.44873046875,0,42,284.8050231933594,R_A6,17,284.8050231933594,1.3128364043691315e-21,28,1.0,21,2018-11-07
STANDARD,1733.1820068359375,0,42,285.0209045410156,R_A6,17,285.0209045410156,4.72252685315826e-23,29,1.0,22,2018-11-07
STANDARD,1734.915283203125,0,42,284.2049560546875,R_A6,17,284.2049560546875,1.3808329658573532e-18,30,1.0,23,2018-11-07
