CONIPOS,SGAS,PRESSURE,CONBPRES,DRAWDOWN,CONJPOS,WELLMODEL,DATE,WELL,CONKPOS,DEPTH,SWAT,CONIDX
17,4.592207256820524e-12,277.4647216796875,277.4647216796875,0,42,STANDARD,2018-11-07,R_A6,7,1704.10107421875,1.0,7
17,4.282024821528063e-12,277.610595703125,277.610595703125,0,42,STANDARD,2018-11-07,R_A6,8,1705.6412353515625,1.0,8
17,2.0582908749795792e-13,278.06451416015625,278.06451416015625,0,42,STANDARD,2018-11-07,R_A6,9,1707.181396484375,1.0,9
17,4.987217583352077e-11,277.9395751953125,277.9395751953125,0,42,STANDARD,2018-11-07,R_A6,10,1708.7215576171875,1.0,10
17,3.661916256336717e-11,278.8758239746094,278.8758239746094,0,42,STANDARD,2018-11-07,R_A6,11,1710.655517578125,1.0,11
17,1.5329241348505107e-11,279.0962219238281,279.0962219238281,0,42,STANDARD,2018-11-07,R_A6,12,1712.9835205078125,1.0,12
17,1.1243270854263687e-12,279.3286437988281,279.3286437988281,0,42,STANDARD,2018-11-07,R_A6,13,1715.3115234375,1.0,13
17,1.16417194894608e-12,279.5491027832031,279.5491027832031,0,42,STANDARD,2018-11-07,R_A6,14,1717.639404296875,1.0,14
17,5.945097929574428e-13,279.77001953125,279.77001953125,0,42,STANDARD,2018-11-07,R_A6,15,1719.9674072265625,1.0,15
17,2.1307268286991504e-13,280.1360778808594,280.1360778808594,0,42,STANDARD,2018-11-07,R_A6,16,1722.29541015625,1.0,16
17,3.07342530331961e-13,280.3569641113281,280.3569641113281,0,42,STANDARD,2018-11-07,R_A6,17,1724.623291015625,1.0,17
17,5.84229713218587e-13,280.4949951171875,280.4949951171875,0,42,STANDARD,2018-11-07,R_A6,18,1726.0804443359375,1.0,18
17,-3.2112811352126916e-14,280.4577331542969,280.4577331542969,0,42,STANDARD,2018-11-07,R_A6,25,1727.23193359375,1.0,19
17,1.9602886886438062e-14,281.02008056640625,281.02008056640625,0,42,STANDARD,2018-11-07,R_A6,26,1728.9486083984375,1.0,20
17,3.119966981268002e-16,281.4114990234375,281.4114990234375,0,42,STANDARD,2018-11-07,R_A6,27,1730.665283203125,1.0,21
17,5.3272705387305936e-21,281.8395690917969,281.8395690917969,0,42,STANDARD,2018-11-07,R_A6,28,1732.3818359375,1.0,22
17,-1.5499910111915066e-14,281.0376281738281,281.0376281738281,0,42,STANDARD,2018-11-07,R_A6,29,1734.0985107421875,1.0,23
