DRAWDOWN,SWAT,CONIPOS,WELL,PRESSURE,CONIDX,DATE,CONBPRES,CONJPOS,DEPTH,SGAS,CONKPOS,WELLMODEL
0,1.0,17,R_A6,277.05242919921875,13,2018-11-07,277.05242919921875,42,1715.371337890625,-1.0749254264474928e-10,13,STANDARD
0,1.0,17,R_A6,277.27264404296875,14,2018-11-07,277.27264404296875,42,1717.697021484375,-6.656041690034087e-11,14,STANDARD
0,1.0,17,R_A6,277.4941711425781,15,2018-11-07,277.4941711425781,42,1720.0228271484375,-1.184178970159433e-11,15,STANDARD
0,1.0,17,R_A6,277.86407470703125,16,2018-11-07,277.86407470703125,42,1722.3485107421875,-1.7585348108251075e-11,16,STANDARD
0,1.0,17,R_A6,278.0890197753906,17,2018-11-07,278.0890197753906,42,1724.67431640625,-2.115787232914723e-11,17,STANDARD
0,1.0,17,R_A6,278.2317810058594,18,2018-11-07,278.2317810058594,42,1726.15966796875,-2.557624771692968e-11,18,STANDARD
0,1.0,17,R_A6,279.5174255371094,19,2018-11-07,279.5174255371094,42,1727.341552734375,-8.705495352367976e-11,27,STANDARD
0,1.0,17,R_A6,279.6831359863281,20,2018-11-07,279.6831359863281,42,1729.0604248046875,-3.058507613840078e-11,28,STANDARD
0,1.0,17,R_A6,280.7121276855469,21,2018-11-07,280.7121276855469,42,1730.779296875,-3.381045829017827e-17,29,STANDARD
0,1.0,17,R_A6,280.8609924316406,22,2018-11-07,280.8609924316406,42,1732.4981689453125,-4.8561023387451516e-18,30,STANDARD
0,1.0,17,R_A6,279.9454345703125,23,2018-11-07,279.9454345703125,42,1734.2171630859375,-5.402070934676373e-13,31,STANDARD
