CONJPOS,PRESSURE,WELLMODEL,DATE,CONKPOS,CONIDX,WELL,DEPTH,CONBPRES,SWAT,SGAS,DRAWDOWN,CONIPOS
42,284.5703125,STANDARD,2018-11-07,13,13,R_A6,1715.99267578125,284.5703125,1.0,-5.546382362722151e-20,0,17
42,284.7824401855469,STANDARD,2018-11-07,14,14,R_A6,1718.23291015625,284.7824401855469,1.0,-3.541853935454805e-20,0,17
42,284.99481201171875,STANDARD,2018-11-07,15,15,R_A6,1720.4730224609375,284.99481201171875,1.0,-2.5548799615737186e-20,0,17
42,285.3524475097656,STANDARD,2018-11-07,16,16,R_A6,1722.713134765625,285.3524475097656,1.0,-5.5405437923789765e-21,0,17
42,285.5648498535156,STANDARD,2018-11-07,17,17,R_A6,1724.9532470703125,285.5648498535156,1.0,-1.3200167602166822e-20,0,17
42,285.7342224121094,STANDARD,2018-11-07,18,18,R_A6,1726.7412109375,285.7342224121094,1.0,-1.1148202305474121e-20,0,17
42,285.4024353027344,STANDARD,2018-11-07,27,19,R_A6,1728.27294921875,285.4024353027344,1.0,-2.1184534927183458e-20,0,17
42,285.9158935546875,STANDARD,2018-11-07,28,20,R_A6,1730.0008544921875,285.9158935546875,1.0,-5.6951332667694104e-21,0,17
42,286.7955627441406,STANDARD,2018-11-07,29,21,R_A6,1731.728759765625,286.7955627441406,1.0,-8.927062774503938e-27,0,17
42,287.0133361816406,STANDARD,2018-11-07,30,22,R_A6,1733.4566650390625,287.0133361816406,1.0,-2.977361353018315e-27,0,17
42,285.92462158203125,STANDARD,2018-11-07,31,23,R_A6,1735.1845703125,285.92462158203125,1.0,-3.072652454310936e-21,0,17
