WELLMODEL,CONKPOS,WELL,SWAT,CONJPOS,CONIDX,CONIPOS,PRESSURE,DEPTH,SGAS,DATE,CONBPRES,DRAWDOWN
STANDARD,9,R_A6,1.0,42,9,17,275.3107604980469,1707.0965576171875,-7.100558205644369e-13,2018-11-07,275.3107604980469,0
STANDARD,10,R_A6,1.0,42,10,17,275.7152404785156,1708.635009765625,-1.3539617343960586e-11,2018-11-07,275.7152404785156,0
STANDARD,11,R_A6,1.0,42,11,17,277.9542236328125,1710.5491943359375,-5.926826954563702e-13,2018-11-07,277.9542236328125,0
STANDARD,12,R_A6,1.0,42,12,17,278.2270812988281,1712.8389892578125,0.0,2018-11-07,278.2270812988281,0
STANDARD,13,R_A6,1.0,42,13,17,278.50970458984375,1715.128662109375,-1.815738450436713e-14,2018-11-07,278.50970458984375,0
STANDARD,14,R_A6,1.0,42,14,17,278.7265319824219,1717.41845703125,-1.1993550311153057e-14,2018-11-07,278.7265319824219,0
STANDARD,15,R_A6,1.0,42,15,17,278.94464111328125,1719.7081298828125,-9.372863406633195e-15,2018-11-07,278.94464111328125,0
STANDARD,16,R_A6,1.0,42,16,17,279.3105163574219,1721.9979248046875,-2.506852876188936e-15,2018-11-07,279.3105163574219,0
STANDARD,17,R_A6,1.0,42,17,17,279.53125,1724.2877197265625,-3.350471857149328e-15,2018-11-07,279.53125,0
STANDARD,18,R_A6,1.0,42,18,17,279.68096923828125,1725.85009765625,-3.607012302367764e-15,2018-11-07,279.68096923828125,0
STANDARD,29,R_A6,1.0,42,19,17,280.5037841796875,1727.1243896484375,-6.45387538441948e-14,2018-11-07,280.5037841796875,0
STANDARD,30,R_A6,1.0,42,20,17,280.96923828125,1728.8380126953125,-2.0135887450695514e-14,2018-11-07,280.96923828125,0
STANDARD,31,R_A6,1.0,42,21,17,281.0298156738281,1730.5516357421875,-1.7257847372844325e-15,2018-11-07,281.0298156738281,0
STANDARD,32,R_A6,1.0,42,22,17,280.9642028808594,1732.265380859375,-2.2929393640410724e-17,2018-11-07,280.9642028808594,0
STANDARD,33,R_A6,1.0,42,23,17,280.8079833984375,1733.97900390625,-7.747905130346059e-16,2018-11-07,280.8079833984375,0
