WELLMODEL,WELL,CONBPRES,CONIDX,DEPTH,DRAWDOWN,CONJPOS,PRESSURE,SWAT,SGAS,CONIPOS,CONKPOS,DATE
STANDARD,R_A6,274.74163818359375,2,1697.199951171875,0,42,274.74163818359375,1.0,-1.2689503073803291e-14,17,2,2018-11-07
STANDARD,R_A6,274.8866271972656,3,1698.763427734375,0,42,274.8866271972656,1.0,-1.9586174926388734e-14,17,3,2018-11-07
STANDARD,R_A6,275.0301208496094,4,1700.326904296875,0,42,275.0301208496094,1.0,-3.0049659321181726e-14,17,4,2018-11-07
STANDARD,R_A6,275.1451110839844,5,1701.890380859375,0,42,275.1451110839844,1.0,-3.0706404622769454e-14,17,5,2018-11-07
STANDARD,R_A6,275.25274658203125,6,1703.453857421875,0,42,275.25274658203125,1.0,-1.2961149081086587e-12,17,6,2018-11-07
STANDARD,R_A6,275.09222412109375,7,1705.017333984375,0,42,275.09222412109375,1.0,-2.4710481057177436e-12,17,7,2018-11-07
STANDARD,R_A6,275.2371520996094,8,1706.580810546875,0,42,275.2371520996094,1.0,-1.7420935570847118e-12,17,8,2018-11-07
STANDARD,R_A6,275.6849365234375,9,1708.144287109375,0,42,275.6849365234375,1.0,-8.611510213685919e-14,17,9,2018-11-07
STANDARD,R_A6,275.9195251464844,10,1709.7076416015625,0,42,275.9195251464844,1.0,-5.328651745111629e-14,17,10,2018-11-07
STANDARD,R_A6,278.6802062988281,11,1711.629150390625,0,42,278.6802062988281,1.0,-1.7828168155818242e-16,17,11,2018-11-07
STANDARD,R_A6,278.89599609375,12,1713.908447265625,0,42,278.89599609375,1.0,-8.423900155632647e-17,17,12,2018-11-07
STANDARD,R_A6,279.1238708496094,13,1716.187744140625,0,42,279.1238708496094,1.0,-1.1141335375146132e-17,17,13,2018-11-07
STANDARD,R_A6,279.33990478515625,14,1718.467041015625,0,42,279.33990478515625,1.0,-8.454457530949336e-18,17,14,2018-11-07
STANDARD,R_A6,279.5580749511719,15,1720.746337890625,0,42,279.5580749511719,1.0,-4.453202928295579e-18,17,15,2018-11-07
STANDARD,R_A6,279.9264221191406,16,1723.025634765625,0,42,279.9264221191406,1.0,-9.717809860116116e-19,17,16,2018-11-07
STANDARD,R_A6,280.149658203125,17,1725.304931640625,0,42,280.149658203125,1.0,-1.3713667109272964e-18,17,17,2018-11-07
STANDARD,R_A6,280.3154296875,18,1727.0257568359375,0,42,280.3154296875,1.0,-9.231660304482216e-19,17,18,2018-11-07
STANDARD,R_A6,280.3316650390625,19,1728.4759521484375,0,42,280.3316650390625,1.0,1.0269679577161843e-16,17,25,2018-11-07
STANDARD,R_A6,280.4977722167969,20,1730.2138671875,0,42,280.4977722167969,1.0,4.988201180054461e-17,17,26,2018-11-07
STANDARD,R_A6,280.9271545410156,21,1731.9517822265625,0,42,280.9271545410156,1.0,8.098026232180849e-18,17,27,2018-11-07
STANDARD,R_A6,282.08441162109375,22,1733.6895751953125,0,42,282.08441162109375,1.0,7.163651402338345e-24,17,28,2018-11-07
STANDARD,R_A6,280.99481201171875,23,1735.427490234375,0,42,280.99481201171875,1.0,4.8044936032874305e-21,17,29,2018-11-07
