CONIDX,CONKPOS,SGAS,PRESSURE,CONIPOS,CONBPRES,DRAWDOWN,SWAT,DATE,WELLMODEL,DEPTH,CONJPOS,WELL
7,7,-5.212214548855343e-10,276.05987548828125,17,276.05987548828125,0,1.0,2018-11-07,STANDARD,1704.724365234375,42,R_A6
8,8,-1.9485496549620507e-11,276.20458984375,17,276.20458984375,0,1.0,2018-11-07,STANDARD,1706.2823486328125,42,R_A6
9,9,-2.2745165126347722e-11,276.6167907714844,17,276.6167907714844,0,1.0,2018-11-07,STANDARD,1707.84033203125,42,R_A6
10,10,-4.55100046536927e-09,276.3682861328125,17,276.3682861328125,0,0.9999998807907104,2018-11-07,STANDARD,1709.3983154296875,42,R_A6
11,11,-2.678210431206196e-10,282.4031677246094,17,282.4031677246094,0,1.0,2018-11-07,STANDARD,1711.353759765625,42,R_A6
12,12,-2.1235632696736673e-10,282.6385498046875,17,282.6385498046875,0,1.0,2018-11-07,STANDARD,1713.706787109375,42,R_A6
13,13,-7.597765298850145e-12,282.9093017578125,17,282.9093017578125,0,1.0,2018-11-07,STANDARD,1716.059814453125,42,R_A6
14,14,-7.086116415866428e-12,283.1322326660156,17,283.1322326660156,0,1.0,2018-11-07,STANDARD,1718.412841796875,42,R_A6
15,15,-3.9170723956094555e-12,283.35638427734375,17,283.35638427734375,0,1.0,2018-11-07,STANDARD,1720.765869140625,42,R_A6
16,16,-1.1492824920911193e-12,283.7283630371094,17,283.7283630371094,0,1.0,2018-11-07,STANDARD,1723.118896484375,42,R_A6
17,17,-1.0538302001872335e-12,283.9580078125,17,283.9580078125,0,1.0,2018-11-07,STANDARD,1725.471923828125,42,R_A6
18,18,-5.498274903946443e-13,284.10137939453125,17,284.10137939453125,0,1.0,2018-11-07,STANDARD,1726.9447021484375,42,R_A6
19,26,5.908115142949644e-12,284.73834228515625,17,284.73834228515625,0,1.0,2018-11-07,STANDARD,1728.10888671875,42,R_A6
20,27,1.2437036433544674e-14,285.19427490234375,17,285.19427490234375,0,1.0,2018-11-07,STANDARD,1729.8447265625,42,R_A6
21,28,4.443540217970041e-18,285.7246398925781,17,285.7246398925781,0,1.0,2018-11-07,STANDARD,1731.5806884765625,42,R_A6
22,29,1.0261751423221798e-18,285.7200927734375,17,285.7200927734375,0,1.0,2018-11-07,STANDARD,1733.316650390625,42,R_A6
23,30,2.4198095470675976e-16,285.4701843261719,17,285.4701843261719,0,1.0,2018-11-07,STANDARD,1735.0526123046875,42,R_A6
