CONIDX,DRAWDOWN,DATE,SWAT,DEPTH,CONJPOS,CONBPRES,WELL,WELLMODEL,CONKPOS,SGAS,PRESSURE,CONIPOS
10,0,2018-11-07,1.0,1708.478759765625,42,275.5284729003906,R_A6,STANDARD,10,-1.2123750491715149e-17,275.5284729003906,17
11,0,2018-11-07,1.0,1710.38525390625,42,281.2547607421875,R_A6,STANDARD,11,-1.176977757372717e-17,281.2547607421875,17
12,0,2018-11-07,1.0,1712.66162109375,42,281.472900390625,R_A6,STANDARD,12,-1.0909759545217012e-18,281.472900390625,17
13,0,2018-11-07,1.0,1714.93798828125,42,281.7087707519531,R_A6,STANDARD,13,-5.909456878237022e-19,281.7087707519531,17
14,0,2018-11-07,1.0,1717.2142333984375,42,281.9243469238281,R_A6,STANDARD,14,-2.364171888074227e-19,281.9243469238281,17
15,0,2018-11-07,1.0,1719.4906005859375,42,282.14019775390625,R_A6,STANDARD,15,-2.2932013424808256e-19,282.14019775390625,17
16,0,2018-11-07,1.0,1721.7669677734375,42,282.50128173828125,R_A6,STANDARD,16,-6.844507271039735e-20,282.50128173828125,17
17,0,2018-11-07,1.0,1724.0433349609375,42,282.7171936035156,R_A6,STANDARD,17,-1.3887902365549602e-19,282.7171936035156,17
18,0,2018-11-07,1.0,1725.6390380859375,42,282.86834716796875,R_A6,STANDARD,18,-1.33283004639907e-19,282.86834716796875,17
19,0,2018-11-07,1.0,1726.952880859375,42,282.6241149902344,R_A6,STANDARD,29,9.502635367372697e-20,282.6241149902344,17
20,0,2018-11-07,1.0,1728.66552734375,42,283.05487060546875,R_A6,STANDARD,30,1.0069364537595671e-22,283.05487060546875,17
21,0,2018-11-07,1.0,1730.3782958984375,42,283.8726501464844,R_A6,STANDARD,31,9.204208715733128e-27,283.8726501464844,17
22,0,2018-11-07,1.0,1732.091064453125,42,283.9002685546875,R_A6,STANDARD,32,1.234985018520198e-24,283.9002685546875,17
23,0,2018-11-07,1.0,1733.8038330078125,42,283.47369384765625,R_A6,STANDARD,33,7.560212189600618e-22,283.47369384765625,17
