WELLMODEL,CONBPRES,CONJPOS,PRESSURE,DEPTH,WELL,CONKPOS,SWAT,SGAS,CONIDX,DATE,CONIPOS,DRAWDOWN
STANDARD,279.8904113769531,42,279.8904113769531,1710.654052734375,R_A6,11,1.0,-3.114918045721282e-11,11,2018-11-07,17,0
STANDARD,280.11175537109375,42,280.11175537109375,1712.9920654296875,R_A6,12,1.0,-1.0372265546454429e-11,12,2018-11-07,17,0
STANDARD,280.34515380859375,42,280.34515380859375,1715.3299560546875,R_A6,13,1.0,-1.2430668473728534e-12,13,2018-11-07,17,0
STANDARD,280.5666198730469,42,280.5666198730469,1717.66796875,R_A6,14,1.0,-7.861523931840253e-13,14,2018-11-07,17,0
STANDARD,280.7887268066406,42,280.7887268066406,1720.0059814453125,R_A6,15,1.0,-5.839702636387112e-13,15,2018-11-07,17,0
STANDARD,281.15582275390625,42,281.15582275390625,1722.3438720703125,R_A6,16,1.0,-1.936432242853614e-13,16,2018-11-07,17,0
STANDARD,281.377685546875,42,281.377685546875,1724.681884765625,R_A6,17,1.0,-2.486755105220867e-13,17,2018-11-07,17,0
STANDARD,281.513427734375,42,281.513427734375,1726.11474609375,R_A6,18,1.0,-2.815409309766398e-13,18,2018-11-07,17,0
STANDARD,282.234375,42,282.234375,1727.2371826171875,R_A6,26,1.0,-1.7099860481588347e-14,19,2018-11-07,17,0
STANDARD,283.0887756347656,42,283.0887756347656,1728.9542236328125,R_A6,27,1.0,-2.28766497094222e-18,20,2018-11-07,17,0
STANDARD,284.25201416015625,42,284.25201416015625,1730.671142578125,R_A6,28,1.0,-8.603268059855359e-21,21,2018-11-07,17,0
STANDARD,284.1168518066406,42,284.1168518066406,1732.3880615234375,R_A6,29,1.0,-2.4956982583611038e-20,22,2018-11-07,17,0
STANDARD,282.8655090332031,42,282.8655090332031,1734.1051025390625,R_A6,30,1.0,-2.236261679034856e-14,23,2018-11-07,17,0
