SWAT,CONJPOS,DATE,CONBPRES,WELLMODEL,SGAS,WELL,PRESSURE,DRAWDOWN,DEPTH,CONKPOS,CONIDX,CONIPOS
1.0,42,2018-11-07,281.7535705566406,STANDARD,-9.078026416524387e-13,R_A6,281.7535705566406,0,1716.4473876953125,14,14,17
1.0,42,2018-11-07,281.97137451171875,STANDARD,-6.012477299886798e-13,R_A6,281.97137451171875,0,1718.740966796875,15,15,17
1.0,42,2018-11-07,282.335205078125,STANDARD,-1.2929962005595041e-13,R_A6,282.335205078125,0,1721.0345458984375,16,16,17
1.0,42,2018-11-07,282.5537109375,STANDARD,-2.7293849146937943e-13,R_A6,282.5537109375,0,1723.328125,17,17,17
1.0,42,2018-11-07,282.6952209472656,STANDARD,-2.636903553582953e-13,R_A6,282.6952209472656,0,1724.8209228515625,18,18,17
1.0,42,2018-11-07,283.1956787109375,STANDARD,4.534418413665309e-12,R_A6,283.1956787109375,0,1726.018310546875,26,19,17
1.0,42,2018-11-07,283.3609619140625,STANDARD,2.995720425197357e-12,R_A6,283.3609619140625,0,1727.720947265625,27,20,17
1.0,42,2018-11-07,284.3424377441406,STANDARD,1.2559714379199997e-17,R_A6,284.3424377441406,0,1729.423583984375,28,21,17
1.0,42,2018-11-07,284.7908935546875,STANDARD,4.541026141496406e-19,R_A6,284.7908935546875,0,1731.1263427734375,29,22,17
1.0,42,2018-11-07,283.8971252441406,STANDARD,1.6503272815167336e-13,R_A6,283.8971252441406,0,1732.8289794921875,30,23,17
