CONKPOS,DATE,CONIDX,CONBPRES,SGAS,WELL,SWAT,WELLMODEL,CONIPOS,DEPTH,DRAWDOWN,CONJPOS,PRESSURE
10,2018-11-07,10,280.2506103515625,-2.8816029423728295e-11,R_A6,1.0,STANDARD,17,1709.34765625,0,42,280.2506103515625
11,2018-11-07,11,280.6240539550781,7.28059106058776e-12,R_A6,1.0,STANDARD,17,1711.2659912109375,0,42,280.6240539550781
12,2018-11-07,12,280.86138916015625,-4.836881221069456e-13,R_A6,1.0,STANDARD,17,1713.558349609375,0,42,280.86138916015625
13,2018-11-07,13,281.1408996582031,-5.898181248964462e-13,R_A6,1.0,STANDARD,17,1715.8507080078125,0,42,281.1408996582031
14,2018-11-07,14,281.3583984375,-4.229877624377376e-13,R_A6,1.0,STANDARD,17,1718.1431884765625,0,42,281.3583984375
15,2018-11-07,15,281.57794189453125,-3.1521757860170085e-13,R_A6,1.0,STANDARD,17,1720.435546875,0,42,281.57794189453125
16,2018-11-07,16,281.94403076171875,-9.37244531117043e-14,R_A6,1.0,STANDARD,17,1722.72802734375,0,42,281.94403076171875
17,2018-11-07,17,282.1647033691406,-1.4614963969941663e-13,R_A6,1.0,STANDARD,17,1725.0205078125,0,42,282.1647033691406
18,2018-11-07,18,282.3165588378906,-1.4646226939585283e-13,R_A6,1.0,STANDARD,17,1726.611328125,0,42,282.3165588378906
25,2018-11-07,19,283.4763488769531,-3.6320770609860054e-12,R_A6,1.0,STANDARD,17,1727.9166259765625,0,42,283.4763488769531
26,2018-11-07,20,284.0558776855469,-2.603334485918457e-13,R_A6,1.0,STANDARD,17,1729.6376953125,0,42,284.0558776855469
27,2018-11-07,21,284.8877868652344,-1.3663279402259296e-18,R_A6,1.0,STANDARD,17,1731.35888671875,0,42,284.8877868652344
28,2018-11-07,22,285.1218566894531,-2.268470658418233e-18,R_A6,1.0,STANDARD,17,1733.080078125,0,42,285.1218566894531
29,2018-11-07,23,284.1345520019531,-3.4876359612801e-12,R_A6,1.0,STANDARD,17,1734.80126953125,0,42,284.1345520019531
