CONBPRES,CONIPOS,PRESSURE,CONKPOS,DRAWDOWN,WELL,DEPTH,SWAT,WELLMODEL,CONJPOS,SGAS,DATE,CONIDX
276.01934814453125,17,276.01934814453125,7,0,R_A6,1705.313232421875,1.0,STANDARD,42,-1.09918470159176e-10,2018-11-07,7
276.4722595214844,17,276.4722595214844,8,0,R_A6,1706.872802734375,1.0,STANDARD,42,-7.060185075458136e-11,2018-11-07,8
276.6422119140625,17,276.6422119140625,9,0,R_A6,1708.4322509765625,1.0,STANDARD,42,-7.68565506376051e-12,2018-11-07,9
276.5318298339844,17,276.5318298339844,10,0,R_A6,1709.99169921875,1.0,STANDARD,42,-5.843504014002576e-10,2018-11-07,10
282.6213684082031,17,282.6213684082031,11,0,R_A6,1711.921142578125,1.0,STANDARD,42,-8.071415070868854e-16,2018-11-07,11
282.8763732910156,17,282.8763732910156,12,0,R_A6,1714.220458984375,1.0,STANDARD,42,3.378604091375942e-13,2018-11-07,12
283.127685546875,17,283.127685546875,13,0,R_A6,1716.519775390625,1.0,STANDARD,42,4.65684314840311e-14,2018-11-07,13
283.345458984375,17,283.345458984375,14,0,R_A6,1718.819091796875,1.0,STANDARD,42,3.745756892051082e-14,2018-11-07,14
283.5635986328125,17,283.5635986328125,15,0,R_A6,1721.118408203125,1.0,STANDARD,42,2.5062422501372604e-14,2018-11-07,15
283.92657470703125,17,283.92657470703125,16,0,R_A6,1723.417724609375,1.0,STANDARD,42,6.426488522245791e-15,2018-11-07,16
284.144287109375,17,284.144287109375,17,0,R_A6,1725.717041015625,1.0,STANDARD,42,1.1182677200417043e-14,2018-11-07,17
284.300048828125,17,284.300048828125,18,0,R_A6,1727.3638916015625,1.0,STANDARD,42,0.0,2018-11-07,18
282.96661376953125,17,282.96661376953125,26,0,R_A6,1728.7293701171875,1.0,STANDARD,42,-7.383576036820369e-15,2018-11-07,19
283.46429443359375,17,283.46429443359375,27,0,R_A6,1730.466064453125,1.0,STANDARD,42,-1.2448858472389503e-14,2018-11-07,20
284.59625244140625,17,284.59625244140625,28,0,R_A6,1732.20263671875,1.0,STANDARD,42,-1.7544744745906935e-20,2018-11-07,21
284.7917785644531,17,284.7917785644531,29,0,R_A6,1733.9393310546875,1.0,STANDARD,42,-2.2971629560035864e-21,2018-11-07,22
283.50006103515625,17,283.50006103515625,30,0,R_A6,1735.676025390625,1.0,STANDARD,42,-1.6363597897434313e-16,2018-11-07,23
