WELL,PRESSURE,SGAS,DRAWDOWN,WELLMODEL,DEPTH,CONBPRES,CONIDX,CONJPOS,SWAT,CONIPOS,CONKPOS,DATE
R_A6,276.6027526855469,-6.526340232126948e-12,0,STANDARD,1705.0587158203125,276.6027526855469,8,42,1.0,17,8,2018-11-07
R_A6,277.0626220703125,-6.52896844661327e-13,0,STANDARD,1706.5899658203125,277.0626220703125,9,42,1.0,17,9,2018-11-07
R_A6,276.94580078125,-4.706278769472938e-11,0,STANDARD,1708.12109375,276.94580078125,10,42,1.0,17,10,2018-11-07
R_A6,278.71331787109375,-4.124387395737332e-14,0,STANDARD,1710.0404052734375,278.71331787109375,11,42,1.0,17,11,2018-11-07
R_A6,278.8945617675781,-7.354250909153478e-15,0,STANDARD,1712.3477783203125,278.8945617675781,12,42,1.0,17,12,2018-11-07
R_A6,279.124755859375,-4.0479593376208686e-16,0,STANDARD,1714.6552734375,279.124755859375,13,42,1.0,17,13,2018-11-07
R_A6,279.3431396484375,-2.424258587623051e-16,0,STANDARD,1716.962646484375,279.3431396484375,14,42,1.0,17,14,2018-11-07
R_A6,279.56005859375,-1.548188953890179e-16,0,STANDARD,1719.27001953125,279.56005859375,15,42,1.0,17,15,2018-11-07
R_A6,279.91729736328125,-6.398193730749896e-17,0,STANDARD,1721.5775146484375,279.91729736328125,16,42,1.0,17,16,2018-11-07
R_A6,280.12945556640625,-8.69412285639698e-17,0,STANDARD,1723.8848876953125,280.12945556640625,17,42,1.0,17,17,2018-11-07
R_A6,280.2657165527344,-8.802501383742658e-17,0,STANDARD,1725.3475341796875,280.2657165527344,18,42,1.0,17,18,2018-11-07
R_A6,280.20574951171875,-8.10443156811988e-15,0,STANDARD,1726.510498046875,280.20574951171875,19,42,1.0,17,28,2018-11-07
R_A6,280.3221435546875,-3.0680412146233535e-15,0,STANDARD,1728.21875,280.3221435546875,20,42,1.0,17,29,2018-11-07
R_A6,281.45013427734375,-2.3799512952992135e-21,0,STANDARD,1729.927001953125,281.45013427734375,21,42,1.0,17,30,2018-11-07
R_A6,281.9700927734375,2.7139385942629613e-21,0,STANDARD,1731.63525390625,281.9700927734375,22,42,1.0,17,31,2018-11-07
R_A6,281.1709899902344,-6.566289933761574e-16,0,STANDARD,1733.343505859375,281.1709899902344,23,42,1.0,17,32,2018-11-07
