WELL,CONIPOS,DEPTH,CONJPOS,SGAS,CONBPRES,CONKPOS,CONIDX,WELLMODEL,DATE,DRAWDOWN,PRESSURE,SWAT
R_A6,17,1714.160888671875,42,0.0,280.0140686035156,12,12,STANDARD,2018-11-07,0,280.0140686035156,1.0
R_A6,17,1716.473388671875,42,3.5292697041743037e-13,280.2619323730469,13,13,STANDARD,2018-11-07,0,280.2619323730469,1.0
R_A6,17,1718.7860107421875,42,4.541943264633336e-13,280.48095703125,14,14,STANDARD,2018-11-07,0,280.48095703125,1.0
R_A6,17,1721.0986328125,42,3.25160932250837e-13,280.70111083984375,15,15,STANDARD,2018-11-07,0,280.70111083984375,1.0
R_A6,17,1723.4111328125,42,8.831905476056057e-14,281.0683288574219,16,16,STANDARD,2018-11-07,0,281.0683288574219,1.0
R_A6,17,1725.7236328125,42,1.2700306301419162e-13,281.29156494140625,17,17,STANDARD,2018-11-07,0,281.29156494140625,1.0
R_A6,17,1727.3572998046875,42,1.3491525876086624e-13,281.44873046875,18,18,STANDARD,2018-11-07,0,281.44873046875,1.0
R_A6,17,1728.7060546875,42,1.437058718550821e-11,281.486083984375,29,19,STANDARD,2018-11-07,0,281.486083984375,1.0
R_A6,17,1730.4488525390625,42,7.640270360820267e-12,281.9549255371094,30,20,STANDARD,2018-11-07,0,281.9549255371094,1.0
R_A6,17,1732.191650390625,42,5.003650963074195e-14,282.0435791015625,31,21,STANDARD,2018-11-07,0,282.0435791015625,1.0
R_A6,17,1733.9344482421875,42,1.2629784709923021e-14,282.360107421875,32,22,STANDARD,2018-11-07,0,282.360107421875,1.0
R_A6,17,1735.67724609375,42,4.656411432650553e-13,282.1127624511719,33,23,STANDARD,2018-11-07,0,282.1127624511719,1.0
