DRAWDOWN,DEPTH,PRESSURE,CONKPOS,SGAS,DATE,WELL,CONIPOS,CONIDX,WELLMODEL,CONBPRES,CONJPOS,SWAT
0,1713.7772216796875,278.6642761230469,12,-1.4854281270727104e-15,2018-11-07,R_A6,17,12,STANDARD,278.6642761230469,42,1.0
0,1715.998779296875,278.88665771484375,13,-1.043981210031828e-16,2018-11-07,R_A6,17,13,STANDARD,278.88665771484375,42,1.0
0,1718.220458984375,279.0971984863281,14,-6.391183871366877e-17,2018-11-07,R_A6,17,14,STANDARD,279.0971984863281,42,1.0
0,1720.4420166015625,279.45416259765625,15,-6.169030290359225e-17,2018-11-07,R_A6,17,15,STANDARD,279.45416259765625,42,1.0
0,1722.6636962890625,279.66802978515625,16,-1.468900383454521e-17,2018-11-07,R_A6,17,16,STANDARD,279.66802978515625,42,1.0
0,1724.88525390625,279.88116455078125,17,-3.497211103777834e-17,2018-11-07,R_A6,17,17,STANDARD,279.88116455078125,42,1.0
0,1726.741455078125,280.0574951171875,18,-2.458423132154961e-17,2018-11-07,R_A6,17,18,STANDARD,280.0574951171875,42,1.0
0,1728.3525390625,280.4884948730469,24,5.197357354815128e-18,2018-11-07,R_A6,17,19,STANDARD,280.4884948730469,42,1.0
0,1730.0836181640625,281.2251281738281,25,-9.88615491188478e-21,2018-11-07,R_A6,17,20,STANDARD,281.2251281738281,42,1.0
0,1731.8148193359375,281.6300964355469,26,-8.107954982350441e-24,2018-11-07,R_A6,17,21,STANDARD,281.6300964355469,42,1.0
0,1733.5458984375,281.365234375,27,-2.2407904033876415e-19,2018-11-07,R_A6,17,22,STANDARD,281.365234375,42,1.0
0,1735.2769775390625,281.17120361328125,28,4.730119629526028e-19,2018-11-07,R_A6,17,23,STANDARD,281.17120361328125,42,1.0
