SWAT,CONKPOS,DRAWDOWN,CONIPOS,SGAS,CONBPRES,PRESSURE,WELLMODEL,CONIDX,CONJPOS,DATE,WELL,DEPTH
1.0,29,0,38,-1.1081980888505427e-09,284.9891662597656,284.9891662597656,STANDARD,25,48,2018-09-12,R_A4,1650.93798828125
0.9999879598617554,29,0,38,0.0,284.9939270019531,284.9939270019531,STANDARD,26,47,2018-09-12,R_A4,1655.4442138671875
1.0,1,0,17,-3.1587815588034196e-13,279.4981689453125,279.4981689453125,STANDARD,1,42,2018-11-07,R_A6,1694.9798583984375
1.0,2,0,17,-1.9028802513733345e-13,279.64324951171875,279.64324951171875,STANDARD,2,42,2018-11-07,R_A6,1696.5223388671875
1.0,3,0,17,-1.5096169485914052e-13,279.7842712402344,279.7842712402344,STANDARD,3,42,2018-11-07,R_A6,1698.06494140625
1.0,4,0,17,-1.0590861548214273e-13,279.92437744140625,279.92437744140625,STANDARD,4,42,2018-11-07,R_A6,1699.6075439453125
1.0,5,0,17,-1.4361756684073967e-13,280.0609130859375,280.0609130859375,STANDARD,5,42,2018-11-07,R_A6,1701.1500244140625
1.0,6,0,17,-2.92985839582538e-12,280.1993408203125,280.1993408203125,STANDARD,6,42,2018-11-07,R_A6,1702.6925048828125
1.0,7,0,17,-1.1388121348709923e-11,280.04132080078125,280.04132080078125,STANDARD,7,42,2018-11-07,R_A6,1704.235107421875
1.0,8,0,17,-7.77350839947788e-12,280.1831359863281,280.1831359863281,STANDARD,8,42,2018-11-07,R_A6,1705.777587890625
1.0,9,0,17,-5.210488073989494e-13,280.6286315917969,280.6286315917969,STANDARD,9,42,2018-11-07,R_A6,1707.3201904296875
1.0,10,0,17,0.0,280.591064453125,280.591064453125,STANDARD,10,42,2018-11-07,R_A6,1708.86279296875
1.0,11,0,17,-3.2418286805002694e-11,283.499267578125,283.499267578125,STANDARD,11,42,2018-11-07,R_A6,1710.8115234375
1.0,12,0,17,-1.400217355257416e-11,283.72222900390625,283.72222900390625,STANDARD,12,42,2018-11-07,R_A6,1713.16650390625
1.0,13,0,17,-1.4639642579791778e-12,283.957275390625,283.957275390625,STANDARD,13,42,2018-11-07,R_A6,1715.5213623046875
1.0,14,0,17,-8.31904369610198e-13,284.1804504394531,284.1804504394531,STANDARD,14,42,2018-11-07,R_A6,1717.8763427734375
1.0,15,0,17,-2.2352567930275513e-13,284.4054260253906,284.4054260253906,STANDARD,15,42,2018-11-07,R_A6,1720.2313232421875
1.0,16,0,17,-1.3737046168551398e-13,284.7781982421875,284.7781982421875,STANDARD,16,42,2018-11-07,R_A6,1722.586181640625
1.0,17,0,17,-1.1653154027672918e-13,285.0061950683594,285.0061950683594,STANDARD,17,42,2018-11-07,R_A6,1724.941162109375
1.0,18,0,17,-8.973086217198972e-14,285.13946533203125,285.13946533203125,STANDARD,18,42,2018-11-07,R_A6,1726.3253173828125
1.0,26,0,17,4.748328466530616e-12,285.0958251953125,285.0958251953125,STANDARD,19,42,2018-11-07,R_A6,1727.39013671875
1.0,27,0,17,4.3362266902158275e-12,285.5714111328125,285.5714111328125,STANDARD,20,42,2018-11-07,R_A6,1729.106201171875
1.0,28,0,17,-3.540751244244665e-17,286.1412353515625,286.1412353515625,STANDARD,21,42,2018-11-07,R_A6,1730.822265625
1.0,29,0,17,3.502720126657437e-17,286.3465881347656,286.3465881347656,STANDARD,22,42,2018-11-07,R_A6,1732.5384521484375
1.0,30,0,17,-4.741333714530782e-11,285.6217346191406,285.6217346191406,STANDARD,23,42,2018-11-07,R_A6,1734.2545166015625
