CONIPOS,CONIDX,CONBPRES,DRAWDOWN,DEPTH,CONJPOS,SWAT,PRESSURE,WELLMODEL,WELL,CONKPOS,SGAS,DATE
17,10,274.15850830078125,0,1708.7752685546875,42,1.0,274.15850830078125,STANDARD,R_A6,10,-1.7936745868255422e-16,2018-11-07
17,11,278.9656982421875,0,1710.6739501953125,42,1.0,278.9656982421875,STANDARD,R_A6,11,1.2106400895354732e-19,2018-11-07
17,12,279.1792297363281,0,1712.9298095703125,42,1.0,279.1792297363281,STANDARD,R_A6,12,1.014600109973867e-20,2018-11-07
17,13,279.4050598144531,0,1715.185546875,42,1.0,279.4050598144531,STANDARD,R_A6,13,3.392541635073357e-22,2018-11-07
17,14,279.6190185546875,0,1717.44140625,42,1.0,279.6190185546875,STANDARD,R_A6,14,4.092427360556598e-22,2018-11-07
17,15,279.83392333984375,0,1719.6971435546875,42,1.0,279.83392333984375,STANDARD,R_A6,15,2.5591927613302254e-22,2018-11-07
17,16,280.20550537109375,0,1721.9530029296875,42,1.0,280.20550537109375,STANDARD,R_A6,16,8.436203160456525e-24,2018-11-07
17,17,280.4369201660156,0,1724.208740234375,42,1.0,280.4369201660156,STANDARD,R_A6,17,-4.5699146112951085e-24,2018-11-07
17,18,280.6016845703125,0,1725.891357421875,42,1.0,280.6016845703125,STANDARD,R_A6,18,-1.8029287798929126e-24,2018-11-07
17,19,281.2763977050781,0,1727.3045654296875,42,1.0,281.2763977050781,STANDARD,R_A6,29,2.0986727285271045e-21,2018-11-07
17,20,281.75177001953125,0,1729.021484375,42,1.0,281.75177001953125,STANDARD,R_A6,30,1.2432578122995816e-21,2018-11-07
17,21,281.88031005859375,0,1730.73828125,42,1.0,281.88031005859375,STANDARD,R_A6,31,7.388382885878612e-24,2018-11-07
17,22,282.4604797363281,0,1732.4552001953125,42,1.0,282.4604797363281,STANDARD,R_A6,32,9.850721442462557e-28,2018-11-07
17,23,281.86981201171875,0,1734.172119140625,42,1.0,281.86981201171875,STANDARD,R_A6,33,1.5500532651869784e-21,2018-11-07
