DRAWDOWN,CONIDX,SGAS,DATE,WELL,DEPTH,CONKPOS,PRESSURE,CONIPOS,SWAT,CONJPOS,CONBPRES,WELLMODEL
0,3,-8.881906847372015e-14,2018-11-07,R_A6,1698.3489990234375,3,277.79486083984375,17,1.0,42,277.79486083984375,STANDARD
0,4,-6.07563654876804e-14,2018-11-07,R_A6,1699.896728515625,4,277.92340087890625,17,1.0,42,277.92340087890625,STANDARD
0,5,-1.2118715861549056e-13,2018-11-07,R_A6,1701.4444580078125,5,278.0528869628906,17,1.0,42,278.0528869628906,STANDARD
0,6,-7.003385284892749e-12,2018-11-07,R_A6,1702.9921875,6,278.1895751953125,17,1.0,42,278.1895751953125,STANDARD
0,7,-1.2072381289085499e-11,2018-11-07,R_A6,1704.5399169921875,7,278.03594970703125,17,1.0,42,278.03594970703125,STANDARD
0,8,-7.920604276623333e-12,2018-11-07,R_A6,1706.087646484375,8,278.1794738769531,17,1.0,42,278.1794738769531,STANDARD
0,9,-4.4431399206547317e-13,2018-11-07,R_A6,1707.63525390625,9,278.62335205078125,17,1.0,42,278.62335205078125,STANDARD
0,10,-7.275936797501714e-11,2018-11-07,R_A6,1709.1829833984375,10,278.4579772949219,17,1.0,42,278.4579772949219,STANDARD
0,11,-6.839346866627238e-10,2018-11-07,R_A6,1711.056884765625,11,281.5177001953125,17,1.0,42,281.5177001953125,STANDARD
0,12,-2.961327849604345e-10,2018-11-07,R_A6,1713.2568359375,12,281.72601318359375,17,1.0,42,281.72601318359375,STANDARD
0,13,-1.9804536482981305e-11,2018-11-07,R_A6,1715.4569091796875,13,281.9463195800781,17,1.0,42,281.9463195800781,STANDARD
0,14,-1.7009255115496558e-11,2018-11-07,R_A6,1717.656982421875,14,282.1546630859375,17,1.0,42,282.1546630859375,STANDARD
0,15,-1.2935814745762553e-11,2018-11-07,R_A6,1719.8570556640625,15,282.36334228515625,17,1.0,42,282.36334228515625,STANDARD
0,16,-2.1869992795908733e-12,2018-11-07,R_A6,1722.0570068359375,16,282.717529296875,17,1.0,42,282.717529296875,STANDARD
0,17,-6.549806270267355e-12,2018-11-07,R_A6,1724.2569580078125,17,282.9264221191406,17,1.0,42,282.9264221191406,STANDARD
0,18,-3.717463403080101e-12,2018-11-07,R_A6,1726.1357421875,18,283.1044006347656,17,1.0,42,283.1044006347656,STANDARD
0,19,5.316232263435916e-12,2018-11-07,R_A6,1727.77685546875,25,282.6478576660156,17,1.0,42,282.6478576660156,STANDARD
0,20,3.549573829308983e-12,2018-11-07,R_A6,1729.5015869140625,26,283.13519287109375,17,1.0,42,283.13519287109375,STANDARD
0,21,8.835586788447431e-18,2018-11-07,R_A6,1731.2264404296875,27,283.235595703125,17,1.0,42,283.235595703125,STANDARD
0,22,8.214970545641758e-18,2018-11-07,R_A6,1732.951171875,28,283.81072998046875,17,1.0,42,283.81072998046875,STANDARD
0,23,1.419953347611691e-12,2018-11-07,R_A6,1734.676025390625,29,283.2481994628906,17,1.0,42,283.2481994628906,STANDARD
