CONKPOS,CONJPOS,CONBPRES,SWAT,CONIPOS,DATE,WELLMODEL,WELL,PRESSURE,SGAS,CONIDX,DRAWDOWN,DEPTH
14,42,281.54669189453125,1.0,17,2018-11-07,STANDARD,R_A6,281.54669189453125,2.7338407145721666e-13,14,0,1716.9207763671875
15,42,281.7642822265625,1.0,17,2018-11-07,STANDARD,R_A6,281.7642822265625,2.2203034766646312e-13,15,0,1719.2144775390625
16,42,282.1266174316406,1.0,17,2018-11-07,STANDARD,R_A6,282.1266174316406,2.74846605977791e-13,16,0,1721.50830078125
17,42,282.34375,1.0,17,2018-11-07,STANDARD,R_A6,282.34375,4.405321864676265e-13,17,0,1723.802001953125
18,42,282.4894714355469,1.0,17,2018-11-07,STANDARD,R_A6,282.4894714355469,6.491263689761828e-13,18,0,1725.3446044921875
26,42,280.60235595703125,1.0,17,2018-11-07,STANDARD,R_A6,280.60235595703125,1.1240086552483097e-12,19,0,1726.596923828125
27,42,281.0767517089844,1.0,17,2018-11-07,STANDARD,R_A6,281.0767517089844,3.2840781960183363e-13,20,0,1728.3101806640625
28,42,281.4940490722656,1.0,17,2018-11-07,STANDARD,R_A6,281.4940490722656,3.5600616929266544e-18,21,0,1730.0234375
29,42,282.17034912109375,1.0,17,2018-11-07,STANDARD,R_A6,282.17034912109375,3.0932457780511683e-19,22,0,1731.73681640625
30,42,281.4222106933594,1.0,17,2018-11-07,STANDARD,R_A6,281.4222106933594,4.687715381748161e-16,23,0,1733.4500732421875
